"","ප්‍රධාන  නගර සදහා කාලගුණ අනාවැකිය","","","",""
"","","උෂ්ණත්වය(සස. අංශක)","","සාසේක්ෂ ආර්ද්‍රතාවය(%)",""
"නගරය","","","","",""
"","උපරිම","අවම","උපරිම","අවම",""
"අනුරාධපුරය","33","26","80","55","ප්‍රධාන වශයයන් වැසි රහිත"
"මඩකලපුව","36","25","75","45","ප්‍රධාන වශයයන් වැසි රහිත"
"යකාළඹ","31","25","85","70","සිහින් වැසි වාර කිහිපයක්"
"ගාල්ල","29","27","90","75","සිහින් වැසි වාර කිහිපයක්"
"යාපනය","32","27","85","70","ප්‍රධාන වශයයන් වැසි රහිත"
"මහනුවර","30","23","85","70","වැසි ස්වල්පයක්"
"නුවරඑළිය","19","14","90","80","ප්‍රධාන වශයයන් වැසි රහිත"
"රත්නපුරය","33","25","95","75","සිහින් වැසි වාර කිහිපයක්"
"ත්‍රිකුණාමලය","35","27","80","60","ප්‍රධාන වශයයන් වැසි රහිත"
"මන්නාරම","31","27","85","75","ප්‍රධාන වශයයන් වැසි රහිත"
