"Kahatagasdigiliya","2022.04.08","1","5","","","","","1","","","","",""
"High wind
Mihinthale","2022.04.09","1","4","","","","","1","","","","",""
"අනුරාධපුර","","","","","","","","","","","","",""
"Galenbidunuwewa
උතුරුමැද","2022.04.08","1","1","","","","","1","","","","",""
"6
m.Guk;","","","","","","","","","","","","",""
"පලාත 
Palugaswewa","","1","4","","","","","1","","","","",""
"Anuradhapura","","","","","","","","","","","","",""
"Lightning
tlkj;jpa","","","","","","","","","","","","",""
"Thambuththegma","2022.04.13","1","4","","","","","1","","","","",""
"khfhzk;","","","","","","","","","","","","",""
"North Central
Rajanganaya
Heavy Rain","","1","4","","","","","1","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","6","22","0","0","0","0","6","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","6","22","0","0","0","0","6","0","0","0","0","0"
"මුළු එකතුව/ nkhj;jf; $l;ly;/GRAND TOTAL","","31","105","2","0","0","0","24","0","0","0","0","0"
"","","","","රාජකාරි භාර නිළධාරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","","","",""
