"න්‍ගරය","","","","","කාලගුණය"
"","උපරිම","අවම","උපරිම","අවම",""
"අනුරාධ්‍පුරය","30","23","95","80","වැසි වාර කිහිපයක්"
"මඩකලපුව","32","26","95","75","වැසි වාර කිහිපයක්"
"හකාළඹ","28","24","95","85","විටින් විට වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"ගාල්ල","29","24","95","85","විටින් විට වැසි"
"යාපනය","32","24","95","80","විටින් විට වැසි"
"ම නුවර","27","22","95","80","විටින් විට වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"නුවරඑළිය","19","15","95","85","විටින් විට වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"රත්නපුරය","30","23","95","80","විටින් විට වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"ිකුණාමලය","32","25","95","70","වැසි වාර කිහිපයක්"
"මන්නාරම","29","25","95","75","විටින් විට වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
