"Palindanuwara","Cutting Failure/Flood","7","24","","","","","2","","","","",""
"Mathugama
කළුතර   fSj;Jiw","Lightning/High wind","2","8","","","","","2","","","","",""
"8","2023.12.12","","","","","","","","","","","",""
"Kalutara
Western  Nky;","","","","","","","","","","","","",""
"Beruwala","Lightning/High wind","6","25","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","",""
"Ingiriya
බසරනාහිර පලාත","Lightning/High wind","7","29","","","","","7","","","","",""
"දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","22","86","0","0","0","0","11","0","0","0","0","0"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","22","86","0","0","0","0","11","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","127","456","0","0","0","7","33","4","0","11","176","589"
