"Northen","","","","","","","","","","","","",""
"Drinking water","","","","","","","","","","","","",""
"scarcity due to","","","","","","","","","","","","",""
"Vavuniya North","2022.08.04","450","1120","","","","","","","","","",""
"වව්ියාව","prevailing dry weather","","","","","","","","","","","",""
"condition
9
tTdpah","","","","","","","","","","","","",""
"Vavuniya","","","","","","","","","","","","",""
"Vengalacheddikulam
High Wind","2023.08.09","3","10","","","","","3","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","453","1130","0","0","0","0","3","0","0","0","0","0"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","23286","74050","0","0","0","0","3","0","0","0","0","0"
"Drinking water","","","","","","","","","","","","",""
"බදුල්ල","","","","","","","","","","","","",""
"scarcity due to","","","","","","","","","","","","",""
"gJs;is   
10
Mahiyanganaya","2023.07.17","110","440","","","","","","","","","",""
"","prevailing dry weather","","","","","","","","","","","",""
"Badulla","","","","","","","","","","","","",""
"condition","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total
ඌව","","110","440","0","0","0","0","0","0","0","0","0","0"
"Cth khfhzk;","","","","","","","","","","","","",""
"ගමානරාගල 
Monaragala","","23","","","","","","23","","","","",""
"Uva","","","","","","","","","","","","",""
"11
High Wind
nkhdwhfiy","2023.08.09","","","","","","","","","","","",""
"Buttala
Moneragala","","4","","","","","","4","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","27","0","0","0","0","0","27","0","0","0","0","0"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","137","440","0","0","0","0","27","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","30892","99599","0","0","0","0","31","0","0","0","0","0"
