"","Weather Forecast for Main Cities","","","","2024-08-12"
"","","Temperature (0C)","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","33","25","90","65","Showers or thundershowers after 2.00p.m"
"Batticaloa","30","26","95","65","Showers or thundershowers after 2.00p.m"
"Colombo","30","26","80","65","Showers or thundershowers"
"Galle","28","26","90","70","Showers or thundershowers"
"Jaffna","34","26","95","65","Showers or thundershowers after 2.00p.m"
"Kandy","29","21","95","65","Showers or thundershowers after 2.00p.m"
"Nuwara-Eliya","20","15","95","70","Showers or thundershowers after 2.00p.m"
"Ratnapura","31","24","95","75","Showers or thundershowers after 2.00p.m"
"Trincomalee","33","26","90","60","Showers or thundershowers after 2.00p.m"
"Mannar","33","28","90","70","Showers or thundershowers are likely after 2.00p.m"
