"Weeraketiya","","1","5","","","","","1","","","","",""
"හම්බනකතොට","","","","","","","","","","","","",""
"Katuwana","","3","8","","","","","3","","","","",""
"10
High Wind
`k;ghe;Njhl;il","2021.05.14","","","","","","","","","","","",""
"Walasmulla","","5","16","","","","","5","","","","",""
"Hambantota","","","","","","","","","","","","",""
"Beliattha","","2","9","","","","","2","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","11","38","0","0","0","0","11","0","0","0","0","0"
"පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","1970","6680","2","1","0","2","468","11","0","2","3","15"
"Cutting","","","","","","","","","","","","",""
"Udapalatha","2021:05:13
Failiture/Landslide","4","14","","","","","4","","","","",""
"Rosk","","","","","","","","","","","","",""
"Ududumbara","2021.05.16","1","4","","","","","1","","","","",""
"Gangaihalakorale","2021:05:13","3","11","","","","","3","","","","",""
"Harispaththuwa","2021:05:15","1","5","","","","","1","","","","",""
"Poojapitiya","2021.05.16","1","1","","","","","1","","","","",""
"නුවර           fz;b","","","","","","","","","","","","",""
"11
මධයම පලොත 
Gangagedara","2021.05.14","1","3","","","","","1","","","","",""
"Kandy","","","","","","","","","","","","",""
"kj;jpa","","","","","","","","","","","","",""
"Kundasale","2021.05.15","1","6","","","","","1","1","","","",""
"khfhzk;","","","","","","","","","","","","",""
"","High wind /Heavy Rain","","","","","","","","","","","",""
"Central
Minipe","2021.05.15","2","9","","","","","2","","","","",""
"Yatinuwara","2021.05.16","7","34","","","","","7","","","","",""
"Udunuwara","2021.05.17","2","10","","","","","2","","","","",""
"Pathahewaheta","2021:05:15","5","16","","","","","5","","","","",""
"Gangawatakorale","2021:05:14","1","2","","","","","1","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","29","115","0","0","0","0","29","1","0","0","0","0"
