"","","Kolonna","","2021.05.13","18","71","","","","","16","","","","","","",""
"Sabaragamuw","","","","","","","","","","","","","","","","","",""
"a","","Godakawala","High Wind","2021.05.15","4","16","","","","","4","","","","","","",""
"","","Pelmadulla","","2021.05.14","3","12","","","","","3","","","","","","",""
"","","Elapatha","","2021.05.14","4","18","","","","","4","","","","","","",""
"","රත්නපුර","","","","","","","","","","","","","","","","",""
"","2
,uj;jpdGhp","Balangoda","","2021.05.14","3","14","","","","","3","","","","","","",""
"","Rathnapura","","","","","","","","","","","","","","","","",""
"","","Opanayake","","2021.05.14","5","25","","","","","2","","","","","","",""
"","","","High Wind & Heavy","","","","","","","","","","","","","","",""
"","","","Rain","","","","","","","","","","","","","","",""
"","","Kahawaththa","","2021.05.14","1","5","","","","","1","","","","","","",""
"","","Kiri Ella","","2021.05.16","2","5","","","","","2","","","","","","",""
"","","Ayagama","","2021.05.15","1","4","","","","","1","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","41","170","0","0","0","0","36","","0","0","","0","0","0"
"","","පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","736","2614","2","0","0","11","237","","131","0","","2","9","29"
"","","Seethawaka","","","300","1184","","","","","9","","","","","1","35","143"
"","","Thimbirigasyaya","","","52","250","","","","","4","","","","","1","8","42"
"","","Homagama","","","213","850","","","","","31","","","","","2","3","14"
"","","Kotte","","","42","175","","","","","42","","","","","1","7","30"
"","","Kaduwela","","","976","3576","","","","","160","","","","","9","72","316"
"","","Kesbewa","","","6","24","","","","","6","","","","","","",""
"","කකොළඹ nfhOk;G","","","","","","","","","","","","","","","","",""
"","3","Kolonnawa","Heavy Rain & Flood","2021.05.14","1304","6130","","","","","15","","","","","3","197","920"
"","Colombo","","","","","","","","","","","","","","","","",""
"","","Padukka","","","4","15","","","","","4","","","","","","",""
"","","Moratuwa","","","15","58","","","","1","14","","3","1","","","",""
"","","Colombo","","","455","1833","","","","","5","","","","","","",""
"","","Rathmalana","","","3","9","","","","","3","","","","","","",""
"","","Dehiwala","","","5","25","","","","","5","","","","","","",""
"","","Maharagama","","","9","30","","","","","9","","","1","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","3384","14159","0","0","0","1","307","","3","2","","17","322","1465"
