"","","","","","","","","","","නිවාස්ත්‍ හානි","","","","","",""
"","","","පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு","","බලපෑමට ලක්වු","","","","","Nrjkile;j","","ලවනත් හානි பிற பாதிப்புகள்","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd","",""
"","","","Administrative purview","","ghjpf;fg;gl;l    Affected","","","","","tPLfs; Houses","","Other Damages","","miktplk; Safe Location","",""
"","","","","","","","","","අතුරුදහ","Damaged","","","","","",""
"","","","","ආරම්භක දිනය","","","","","න්වූ","","","","","","",""
"","","","","mdu;j;jk;","","","මිය යෑම්","","පුද්ගලයින්","","","","","","",""
"","","","","ආපදාව","","","","","","","","","","","",""
"පළාත khfhzk;","","","","","","","kuzq;f","","fhzhky;","","කුඩා හා මධය","","","","","ලවනත් කරුණු                 NtW"
"","#","","","Muk;gpj;j jpfjp  
mdHj;jk","","","","","","","","","","","",""
"","","","","","","","s;","","NghNdhH","","පරිමාණ වයාපාරික","","ඉතා වැදගත් යටිතල","ආරක්ිත","","Fwpg;Gf;fs; Remarks"
"Province","","","","","","","","","","","","","","","",""
"","","","","Date of 
Disaster","","","Deaths","","","","ස්ත්‍","රථාන சிறிய,","පහසුකම් වලට වූ 
ස්ත්‍","රථාන","පවුේ",""
"","","","","","","","","","","පූර්ණ","","","","","",""
"","","","ප්‍රා.ලේ. ලකා","commenced","පවුේ ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්","","","Missing","අර්ධ හානි","","நடுத்தர,","හානි mbg;gilf;","ස්ත්‍ංඛ්‍යාව","පුද්ගලයින් 
ස්ත්‍ංඛ්‍යාව",""
"","","දිස්ත්‍රික්කය","","","","","","","","හානි","","","","","",""
"","","","","","","","","","People","","நிறுவனங்களின்","","","","",""
"","","","gpuNjr nra.gp     DS","","FLk;gq;fs;","egHfs;","","","","gFjpasT","","","fl;likg;Gf;fs;","vz;zpf;i","egHfs; 
FLk;gq;f",""
"","","மாவட்டம் District","","","","","","","","KOik","","","","","",""
"","","","","","Families","People","","","","Partially","சேதங்கள்; Small,","","Damages to","f   No.","s; 
Persons",""
"","","","Division","","","","","","","Fully","","","","","",""
"","","","","","","","","","","","","Medium,","critical","of Safety","Families",""
"","","","","","","","","","","","Enterprises","","Infrastructure","Locations","",""
"","","","","","","","","","","","","Damages","","","",""
"","","","Kolonna","High Wind
2023.03.06","1","5","","","","","1","","","","",""
"","","රත්නපුර","","","","","","","","","","","","","",""
"","","","Rathapura","High Wind
2023.03.07","1","4","","","","","1","","","","",""
"","1",",uj;jpdGhp","","","","","","","","","","","","","",""
"සබරගමුෙ පලාත","","","","","","","","","","","","","","","",""
"","","Rathnapura","Kiriella","High Wind
2023.03.07","1","3","","","","","1","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","",""
"Sabaragamuwa","","","Pelmadulla","Tree Fallen
2023.03.06","3","8","","","","","3","","","","",""
"","","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","","6","20","0","0","0","0","6","0","0","0","0","0"
"","","පළාත් ඵකතුෙ khfhz $l;Lj;njhif  Province Total","","","6","20","0","0","0","0","6","0","0","0","0","0"
"","","පුත්තලම","","","","","","","","","","","","","",""
"","2","Gj;jsk;","High Wind","High Wind
2023.03.05","1","4","","","","","1","","","","",""
"ෙයඹ පලාත","","","","","","","","","","","","","","","",""
"tlNky; khfhzk;","","Puttalam","","","","","","","","","","","","","",""
"North Western","","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","","1","4","0","0","0","0","1","0","0","0","0","0"
