"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","256","791","1","0","0","4","255","11","0","1","7","25"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","3004","10751","1","0","0","24","843","11","0","9","204","774"
"","","Nuwaraeliya","Heavy Rain","2023.09.30","1","5","","","","","1","","","","",""
"","","Haguranketha","Lightening","2023.10.10","4","15","","","","","4","","","","",""
"","","","Risk of Rock Fallen","2023.10.09","1","2","","","","","1","","","","",""
"","නුවරඑලිය","Kothmale","","","","","","","","","","","","","",""
"","","","","2023.09.28","1","4","","","","","1","","","","",""
"","8
Etnuypah","","Cutting failure","","","","","","","","","","","","",""
"","","","","2023.09.30","2","12","","","","","2","","","","",""
"","Nuwara Eliya","Ambagamuwa","","","","","","","","","","","","","",""
"","","","High wind","2023.09.15","1","4","","","","","1","","","","",""
"","","","Tree Fallen","2023.10.09","1","10","","","","","2","","","","",""
"","","Walapane","","","","","","","","","","","","","",""
"","","","Electric Short","2023.09.10","1","2","","","","","1","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","12","54","0","0","0","0","13","0","0","0","0","0"
"","","Doluwa","Flash flood","2023.10.09","1","8","","","","","1","","","","",""
"","","Paathadumbara","Heavy Rain/high wind","2023.10.09","1","3","","","","","1","","","","",""
"","","Haarispaththuwa","Heavy Rain/high wind","2023.10.09","1","4","","","","","1","","","","",""
"","","","Heavy Rain","2023.10.09","3","12","","","","","3","","","","",""
"","","Deltota","","","","","","","","","","","","","",""
"","","","Heavy Rain","2023.10.11","7","35","1","","","","6","","","","",""
"","","Kundasale","Heavy Rain","2023.10.10","4","16","","","","","4","","","","",""
"මධ්‍යම පලාත","","","","","","","","","","","","","","","",""
"","","","Heavy Rain","2023.10.08/10","6","20","","","","","6","","","","",""
"kj;jpa khfhzk;","","Yatinuwara","","","","","","","","","","","","","",""
"","නුවර","","","","","","","","","","","","","","",""
"","","","Heavy Rain/high wind","2023.10.10","2","7","","","","","2","","","","",""
"Central","fz;b      
9","","","","","","","","","","","","","","",""
"","","Panwila","Heavy Rain","2023.10.09","1","2","","","","","1","","","","",""
"","Kandy","","","","","","","","","","","","","","",""
"","","Poojapitiya","Heavy Rain","2023.10.10","2","5","","","","","2","","","","",""
"","","Gagawatakoralaya","Heavy Rain","2023.10.10","1","5","","","","","1","","","","",""
"","","Hatharaliyedda","Heavy Rain","2023.10.11","3","8","","","","","3","","","","",""
"","","Akurana","Heavy Rain","2023.10.10","3","23","","","","","3","","","","",""
"","","Paathahewaheta","Heavy Rain","2023.10.11","1","1","","","","","13","","","","",""
"","","Akurana","Heavy Rain","2023.10.11","4","15","","","","","4","","","","",""
"","","Pasbagekorale","Heavy Rain","2023.10.10","2","8","","","","","2","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","42","172","1","0","0","0","53","0","0","0","0","0"
"","","","Cutting failure","2023.10.11","1","4","","","","","1","","","","",""
"","මාතකල් khj;jis","Ukuwela","","","","","","","","","","","","","",""
"","10","","Heavy Rain/high wind","2023.10.12","2","4","","","","","2","","","","",""
"","Matale","","","","","","","","","","","","","","",""
"","","Ambanpola","Heavy Rain","2023.10.11","1","3","","","","","1","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","4","11","0","0","0","0","4","0","0","0","0","0"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","58","237","1","0","0","0","70","0","0","0","0","0"
"","","","Flash flood","2023.10.04","10","32","","","","","","","","","",""
"","","Wennappuwa","","","","","","","","","","","","","",""
"","පුත්තලම","","Flash flood","2023.10.06","3","10","","","","","","","","","",""
"වයඹ පලාත","","","","","","","","","","","","","","","",""
"tlNky","11
Gj;jsk","Dankotuwa","Flash flood","2023.10.06","4","7","","","","","","","","","",""
"khfhzk","Puttalam","Chilaw","High wind","2023.10.09","1","4","","","","","1","","","","",""
"North Western","","Nattandiya","Flash flood","2023.10.03","4","16","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","22","69","0","0","0","0","1","0","0","0","0","0"
