"","Weather Forecast for Main Cities","","","Date :","2-Apr-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","35","24","90","50","Showers or thundershowers after 2.00p.m"
"Batticaloa","32","26","90","65","Showers at times"
"Colombo","32","26","85","65","Showers or thundershowers are likely after 2.00p.m"
"Galle","32","26","90","75","Showers or thundershowers after 2.00p.m"
"Jaffna","33","23","95","60","Showers or thundershowers after 2.00p.m"
"Kandy","30","23","95","60","Showers or thundershowers after 2.00p.m"
"Nuwara-Eliya","23","14","95","55","Showers or thundershowers after 2.00p.m"
"Ratnapura","36","23","95","65","Showers or thundershowers after 2.00p.m"
"Trincomalee","32","25","90","65","Showers at times"
"Mannar","34","26","90","60","Showers or thundershowers after 2.00p.m"
