"කුරුනෑගල/FUdhf","","","","","","","","","","","","","",""
"9","","Failure Risk/Heavy","","","","","","","","","","","",""
"y;/ Kurunegala","","","","","","","","","","","","","",""
"","","Rain/Flood","","","","","","","","","","","",""
"","Ibbagamuwa","2023.09.29","4","14","","","","","4","","","","",""
"","Kuliyapitiya","2023.09.29","3","9","","","","","3","","","","",""
"","Udubaddawa","2023.10.01","1","1","","","","","1","","","","",""
"දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","23","74","0","0","0","0","22","2","0","0","0","0"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","198","831","0","0","0","0","22","0","0","0","0","0"
"යාපනය/aho;g;ghzk;","Nallur","","1","2","","","","","1","","","","",""
"10","","High wind
2023.09.29/10.01","","","","","","","","","","","",""
"/ Jaffna","Pointpedro","","2","6","","","","","2","","","","",""
"දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","3","8","0","0","0","0","3","0","0","0","0","0"
