"","","","","","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති  විය"
"අනුරාධ්‍පුරය","34","25","95","65",""
"","","","","","ැක"
"","","","","","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති  විය"
"මඩකලපුව","34","26","90","65",""
"","","","","","ැක"
"හකාළඹ","32","28","85","65","සිහින් වැසි වාර කිහිපයක්"
"ගාල්ල","31","27","90","80","සිහින් වැසි වාර කිහිපයක්"
"යාපනය","34","24","95","55","වැසි ස්වල්පයක්"
"ම නුවර","30","22","95","60","සිහින් වැසි වාර කිහිපයක්"
"නුවරඑළිය","20","15","90","60","සිහින් වැසි වාර කිහිපයක්"
"රත්නපුරය","33","24","95","60","සිහින් වැසි වාර කිහිපයක්"
"","","","","","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති  විය"
