"","ප්‍රධාන  නගර සදහා කාලගුණ අනාවැකිය","","","දිනය :     2024-03-05",""
"","","උෂ්ණත්වය(සස. අංශක)","","සාසේක්ෂ ආර්ද්‍රතාවය(%)",""
"නගරය","","","","","කාලගුණය"
"","උපරිම","අවම","උපරිම","අවම",""
"අනුරාධපුරය","34","23","95","45","ප්‍රධාන වශයයේ වැසි රහිත"
"මඩකලපුව","31","24","90","70","ප්‍රධාන වශයයේ වැසි රහිත"
"යකාළඹ","33","24","85","60","ප්‍රධාන වශයයේ වැසි රහිත"
"ගාල්ල","32","25","90","55","ප්‍රධාන වශයයේ වැසි රහිත"
"යාපනය","33","24","70","55","ප්‍රධාන වශයයේ වැසි රහිත"
"මහනුවර","33","18","95","55","ප්‍රධාන වශයයේ වැසි රහිත"
"නුවරඑළිය","23","9","90","50","ප්‍රධාන වශයයේ වැසි රහිත"
"රත්නපුරය","34","23","95","45","වැසි සරවල්පයක්"
"ිකුණාමලය","31","23","85","65","ප්‍රධාන වශයයේ වැසි රහිත"
"මේනාරම","32","24","95","65","ප්‍රධාන වශයයේ වැසි රහිත"
