"","පේධ්‍තිකේ පුකරෝ ථන මොර්ගය සහ පේධ්‍තිකේ තීවෘතොවය","",""
"දිනය/කේලොව)","ස
්ථොනය","උපරිම සුළකේ කේගය (පැයට කි. මි.)","ැළඹිලි ස්වභොවය"
"(ශ්රී ලෙං ො පැය)","(උතුරු අක්්ොෙංශ oN","",""
"","නැකගනහිර කේශොෙංශ  oE)","",""
"","9.3/88.5","50-60 විටින් විට 70 දක්වො","අඩුපීඩන කලොපයක්"
"24.11.24/1200","","",""
"","","","පීඩන අවපොතයක්"
"25.11.24/0000","5.1/86.3","45-55 විටින් විට  65 දක්වො",""
"","","","පීඩන අවපොතයක්"
"25.11.24/1200","5.3/85.7","45-55 විටින් විට  65 දක්වො",""
"","","","ගැඹුරු පීඩන අවපොතයක්"
"26.11.24/0000","6.0/84.6","50-60 විටින් විට  70 දක්වො",""
"","","","ගැඹුරු පීඩන අවපොතයක්"
"26.11.24/1200","7.1/83.6","55-65 විටින් විට  75 දක්වො",""
"","","","ගැඹුරු පීඩන අවපොතයක්"
"27.11.24/0000","8.4/82.7","55-65 විටින් විට  75 දක්වො",""
