"","දිරි දින තුන සඳහො තද වැසි පිළි ඳ අනතුරු ඇඟවීම","","",""
"පළොත","දිස්ික් ය","","",""
"","","කනොවැම් ර් 24","කනොවැම් ර් 25","කනොවැම් ර් 26"
"","","විටින් විට වැසි වහෝ","විටින් විට වැසි වහෝ",""
"","","ගිගුරුම් සහිත වැසි,","ගිගුරුම් සහිත වැසි,","විටින් විට වැසි වහෝ"
"","","ඇතැම් ස්ථොන වලට මි.මි.","ඇතැම් ස්ථොන වලට","ගිගුරුම් සහිත වැසි,"
"","මුලතිේ","","",""
"","","(75-100) දක්වො තරමක","මි.මි. (75-100) දක්වො","ඇතැම් ස්ථොන වලට මි.මි."
"","","තද වැසි","තරමක තද වැසි","(100-150) දක්වො තද වැසි"
"","","විටින් විට වැසි වහෝ","විටින් විට වැසි වහෝ",""
"","","ගිගුරුම් සහිත වැසි,","ගිගුරුම් සහිත වැසි,","විටින් විට වැසි වහෝ"
"","","ඇතැම් ස්ථොන වලට මි.මි.","ඇතැම් ස්ථොන වලට","ගිගුරුම් සහිත වැසි,"
"","යොපනය","","",""
"","","(75-100) දක්වො තරමක","මි.මි. (75-100) දක්වො","ඇතැම් ස්ථොන වලට මි.මි."
"","","තද වැසි","තරමක තද වැසි","(100-150) දක්වො තද වැසි"
"","","විටින් විට වැසි වහෝ","විටින් විට වැසි වහෝ",""
"","","ගිගුරුම් සහිත වැසි,","ගිගුරුම් සහිත වැසි,","විටින් විට වැසි වහෝ"
"","","ඇතැම් ස්ථොන වලට මි.මි.","ඇතැම් ස්ථොන වලට","ගිගුරුම් සහිත වැසි,"
"උුර","වවුනියො","","",""
"","","(75-100) දක්වො තරමක","මි.මි. (75-100) දක්වො","ඇතැම් ස්ථොන වලට මි.මි."
"","","තද වැසි","තරමක තද වැසි","(100-150) දක්වො තද වැසි"
"","","විටින් විට වැසි වහෝ","විටින් විට වැසි වහෝ",""
"","","ගිගුරුම් සහිත වැසි,","ගිගුරුම් සහිත වැසි,","විටින් විට වැසි වහෝ"
"","","ඇතැම් ස්ථොන වලට මි.මි.","ඇතැම් ස්ථොන වලට","ගිගුරුම් සහිත වැසි,"
"","මන්නොරම","","",""
"","","(75-100) දක්වො තරමක","මි.මි. (75-100) දක්වො","ඇතැම් ස්ථොන වලට මි.මි."
"","","තද වැසි","තරමක තද වැසි","(100-150) දක්වො තද වැසි"
"","","විටින් විට වැසි වහෝ","විටින් විට වැසි වහෝ",""
"","","ගිගුරුම් සහිත වැසි,","ගිගුරුම් සහිත වැසි,","විටින් විට වැසි වහෝ"
"","","ඇතැම් ස්ථොන වලට මි.මි.","ඇතැම් ස්ථොන වලට","ගිගුරුම් සහිත වැසි,"
"","කිලිවනොච්චි","","",""
"","","(75-100) දක්වො තරමක","මි.මි. (75-100) දක්වො","ඇතැම් ස්ථොන වලට මි.මි."
"","","තද වැසි","තරමක තද වැසි","(100-150) දක්වො තද වැසි"
"","","විටින් විට වැසි වහෝ","විටින් විට වැසි වහෝ","විටින් විට වැසි වහෝ"
"","","ගිගුරුම් සහිත වැසි,","ගිගුරුම් සහිත වැසි,","ගිගුරුම් සහිත වැසි,"
"උුරු-මැද","අනුරොධ්‍පුර","ඇතැම් ස්ථොන වලට මි.මි.","ඇතැම් ස්ථොන වලට","ඇතැම් ස්ථොන වලට මි.මි."
"","","(75-100) දක්වො තරමක","මි.මි. (75-100) දක්වො","(75-100) දක්වො තරමක"
"","","තද වැසි","තරමක තද වැසි","තද වැසි"
