"","","","","","","","","","","","","","","","","","3"
"","","","Kayts","","2018.11.04","1","4","1","","","","","","","","",""
"","","යාපනය","Kopay","","","4","15","","","","","4","","","","",""
"","9","aho;g;ghzk;","","Flood","","","","","","","","","","","","",""
"","","Jaffna","Chavakachceri","","2018.11.08","206","756","","","","","155","","","","",""
"","","","PointPedro","","","130","499","","","","","4","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","341","1274","1","0","0","0","163","0","0","0","0","0"
"","","","Oddusuddan","","","213","643","","","","","1","","","","",""
"","","","Thunukkai","","2018.11.07","188","426","","","","88","14","","","","",""
"","","මුලතිව්","","","","","","","","","","","","","","",""
"","10","Ky;iyj;j","Marittimepattu","Flood","","13","48","","","","1","2","","","1","10","39"
"","","Mulaitivu","","","","","","","","","","","","","","",""
"","","","Weli Oya","","2018.11.08","11","34","","","","","1","","","1","10","32"
"උතුරු පලාත","","","Pudukuduiruppu","","2018.11.08","2","4","","","","1","","","","","",""
"tl","","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","427","1155","0","0","0","90","18","0","0","2","20","71"
"khfhzk;","","","","","","","","","","","","","","","","",""
"Northen","","","Vavuniya North","Flood","2018.11.07","4","18","","","","","4","","","","",""
"","","වව්නියාව tTdpah","","","","","","","","","","","","","","",""
"","11","","","","","","","","","","","","","","","",""
"","","Vavuniya","","","","","","","","","","","","","","",""
"","","","Vavuniya","High Wind","2018.11.07","1","3","","","","","1","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","5","21","0","0","0","0","5","0","0","0","0","0"
"","","","","","","","","","","","","","","","","","1.Ananthapuram RDS Hall"
"","","කිලිලනොච්චිය","","","","","","","","","","","","","","",""
"","","","Karachchi","","2018.11.08","229","839","","","","","2","","","2","145","2.Ratnapuram Common Hall 
552"
"","12","fpspnehr;rp","","Flood","","","","","","","","","","","","","& Pre School"
"","","Killinochchi","Kandawalai","","2018.11.09","353","1071","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","582","1910","0","0","0","0","2","0","0","2","145","552"
"","","","Manthai West","","","32","110","","","","","","","","1","32","110"
"","","","","Heavy Rain","2018.11.09","","","","","","","","","","","",""
"","","මන්නාරම","","","","","","","","","","","","","","",""
"","13","","Madhu","","","1","2","","2","","","1","","","","",""
"","","kd;dhH    Mannar","","","","","","","","","","","","","","",""
"","","","Mannar Town","Drowning","2018.11.10","2","10","2","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","35","122","2","2","0","0","1","0","0","1","32","110"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","","1390","4482","3","2","0","90","189","0","0","5","197","733"
"","","","Kegalle","Cutting Failure","","3","9","","","","1","1","","","","",""
"","","","Bulathkohupitiya","Cutting Failure","","1","5","","","","","","","","","",""
"","","","","Cutting Failure","","4","18","","","","","4","","","","",""
"","","","Mawanella","","","","","","","","","","","","","",""
"","","","","Tree Fallen","","1","5","","","","","1","","","","",""
"","","කෑෙේල","","","2018.11.07","","","","","","","","","","","",""
"සබරෙමුව","","","","","","","","","","","","","","","","",""
"","14","Nffhiy","","Cutting Failure","","4","7","","","","","2","1","","","",""
"පලාත","","","","","","","","","","","","","","","","",""
"rg;ufKt","","Kegalle","","","","","","","","","","","","","","",""
"","","","","Tree Fallen","","2","6","","","","","","","","","",""
"Sabaragam","","","","","","","","","","","","","","","","",""
"","","","Aranayaka","Rock Fallen","","1","2","","","","","","","","","",""
"uwa","","","","","","","","","","","","","","","","",""
"","","","","Lightning","","1","5","","","","","","","","","",""
