"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"දදනික තත්ත්ව වාර්තාව- ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date 13th October 2025 at 0900hrs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","පරිපාලන ප්‍රලද්ශය நிர்வாகப்  
பிரிவு Administrative purview","","","","","ආරම්භක දිනය","","","","බලපෑමට ලක්වු 
ghjpf;fg;gl;l    Affected","","","","","","තුවාලවු 
පුද්ගලයින්","අතුරුදහන්වූ","","","නිවාස්ත්‍ හානි 
Nrjkile;j tPLfs; 
Houses Damaged","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","ලවනත් හානි பிற பாதிப்புகள்
 Other Damages","","","","","","","","","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd miktplk;","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Safe Location","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","mdu;j;jk;","","","","","","","","","","","","","","","","","කුඩා හා මධය","","","","","","","","","","","","","","","","","","ලවනත් කරුණු","",""
"","","","","","ආපදාව","","","","","","","","","","","මිය යෑම්","","පුද්ගලයින්","","","","","","","ඉතා වැදගත් 
පරිමාණ වයාපාරික","","","","","","","","","","","","","","","","","","","",""
"පළාත khfhzk; 
Province","#
1","ප්‍රා.ලේ. ලකා             
දිස්ත්‍රික්කය  
மாவட்டம்  
  gpuNjr nra.gp","","","mdHj;jk  
    Disaster","","Muk;gpj;j 
jpfjp      
Date of","","","","පවුේ ස්ත්‍ංඛ්‍යාව  
පුද්ගලයින්","FLk;gq;fs; 
egHfs;","","","","kuzq;f
s; 
Deaths","fhaki","fhzhky;","","","","","","","","","","","","යටිතල පහසුකම්","","","","","ආරක්ිත","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","le;NjhH","","NghNdhH 
Missing","","පූර්ණ 
අර්ධ හානි 
හානි","","","","ස්ත්‍
රථාන சிறிய, 
நடுத்தர, 
நிறுவனங் க","","","","","වලට වූ හානි 
mbg;gilf;","","","","","ස්ත්‍
රථාන  ස්ත්‍ංඛ්‍යාව 
පවුේ ස්ත්‍ංඛ්‍යාව 
පුද්ගලයින් 
vz;zpf;if","","","","","","","","","NtW 
Fwpg;Gf;fs; 
Remarks",""
"","","","","","","","","","","","","","","","","","Injured","People","","","","gFjpasT","","","ளின்","","","","","","","","","","FLk;gq;fs; 
egHfs;","","","","","","","","","",""
"","","District
     DS Division","","","","","commenced","","","","","Families
People","","","","","People","","","","KOik 
Fully","Partially","","","சேதங் கள்","","","fl;likg;Gf;fs; 
 
Damages to","","","","","","","No. of 
Families
Persons
Safety","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","Small, Medium,","","critical","","","","","","","Locations","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","Enterprises","","Infrastructure","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","Damages","","","","","","","","","","","","","","","","","","",""
"බස්නාහිර පලාත","","කළුතර","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","fSj;Jiw","","Beruwala","Fire","","2025.10.13","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nky; khfhzk;","","Kalutara","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","","","","","","0","","","0","","0","0","0","","","","0","0","","3","","","","","","","0","","","0","","0","","","","0","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","0","","","0","","0","0","0","","","","0","0","","3","","","","","","","0","","","0","","0","","","","0","","","",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","","","","","","","","","0","","","0","","0","0","0","","","0","","0","","3","","","","","","","0","","","0","","0","","","","0","","","",""
