"","Weather Forecast for Main Cities","","","","5-Jun-2023"
"","","Temperature (0C)","Relative Humidity (%)","",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","33","26","90","65","Mainly fair"
"Batticaloa","33","27","85","70","Showers or thundershowers are likely after 4.00p.m"
"Colombo","31","27","85","70","Showers or thundershowers at times"
"Galle","30","27","80","70","Showers or thundershowers at times"
"Jaffna","33","24","95","65","Mainly fair"
"Kandy","31","24","95","70","Showers or thundershowers at times"
"Nuwara-Eliya","24","15","95","70","Showers or thundershowers at times"
"Ratnapura","33","24","95","70","Showers or thundershowers at times"
"Trincomalee","36","26","85","55","Mainly fair"
"Mannar","32","29","85","75","A few showers"
