"න්‍ගරය","","","","","කාලගුණය"
"","උපරිම","අවම","උපරිම","අවම",""
"අනුරාධ්‍පුරය","32","22","95","70","ප්‍රධ්‍ාන වශහයන් වැසි රහිත"
"මඩකලපුව","31","25","85","75","වැසි ස්වල්පයක්"
"හකාළඹ","31","24","85","70","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති  විය  ැක"
"ොල්ල","30","23","90","80","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති  විය  ැක"
"යාපනය","31","24","90","70","ප්‍රධ්‍ාන වශහයන් වැසි රහිත"
"ම නුවර","30","22","95","70","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති  විය  ැක"
"නුවරඑළිය","21","12","95","75","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති  විය  ැක"
"රත්නපුරය","32","23","95","65","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති  විය  ැක"
"ිකුණාමලය","31","25","85","70","ප්‍රධ්‍ාන වශහයන් වැසි රහිත"
