"","Weather Forecast for Main Cities","","","","16-Nov-2024"
"","","Temperature (0C)","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","32","24","95","75","Showers or thundershowers are likely after 2.00p.m"
"Batticaloa","30","25","95","80","Several spells of showers"
"Colombo","32","25","90","70","Showers or thundershowers are likely after 2.00p.m"
"Galle","32","26","95","70","Showers or thundershowers after 2.00p.m"
"Jaffna","33","24","95","75","Several spells of showers"
"Kandy","31","22","95","65","Showers or thundershowers are likely after 2.00p.m"
"Nuwara-Eliya","21","13","95","80","Showers or thundershowers after 2.00p.m"
"Ratnapura","34","23","95","70","Showers or thundershowers after 2.00p.m"
"Trincomalee","32","24","95","70","Several spells of showers"
"Mannar","33","26","90","65","Showers or thundershowers after 2.00p.m"
