"Minuwangoda","","12","46","","3","","","12","1","","","",""
"Heavy Rain / Hgh 
ගම්පහ      fk;g`h","","","","","","","","","","","","",""
"4
Negambo","2021.09.28","40","159","","","","","40","","","","",""
"Western  
Gampaha
Wind","","","","","","","","","","","","",""
"Nky; 
Gampaha","","18","64","","","","","18","1","","","",""
"khfhzk","","","","","","","","","","","","",""
"බස්ත්‍රනාහිර පලාත
දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","70","269","0","3","0","0","70","2","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","70","269","0","3","0","0","70","2","0","0","0","0"
"මන්නාරම","","","","","","","","","","","","",""
"Vankalai East
High Wind
5","2021.09.27","1","4","","","","","1","","","","",""
"kd;dhH   Mannar
උතුරු පලාත","","","","","","","","","","","","",""
"tl khfhzk;","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","1","4","0","0","0","0","1","0","0","0","0","0"
"Northen ;","","","","","","","","","","","","",""
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","1","4","0","0","0","0","1","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","159","623","0","3","0","4","148","3","0","0","0","0"
