"","ප්‍රධාන්‍  න්‍ගර සදහා කාලගුණ අන්‍ාවැකිය","","","",""
"","","උෂ්ණත්වය(පස. අංශක)","","සාපේක්ෂ ආර්ද්‍රතාවය(%)",""
"න්‍ගරය","","","","",""
"","උපරිම","අවම","උපරිම","අවම",""
"අනුරාධපුරය","34","20","90","45","ප්‍රධාන වශහයන් වැසි රහිත"
"මඩකලපුව","30","23","85","60","ප්‍රධාන වශහයන් වැසි රහිත"
"හකාළඹ","32","24","85","60","ප්‍රධාන වශහයන් වැසි රහිත"
"ගාල්ල","30","24","85","65","වැසි සරවල්පයක්"
"යාපනය","32","19","85","60","ප්‍රධාන වශහයන් වැසි රහිත"
"ම නුවර","33","18","90","45","ප්‍රධාන වශහයන් වැසි රහිත"
"නුවරඑළිය","22","7","85","35","ප්‍රධාන වශහයන් වැසි රහිත"
"රත්නපුරය","36","23","90","45","වැසි සරවල්පයක්"
"ිකුණාමලය","30","21","85","60","ප්‍රධාන වශහයන් වැසි රහිත"
"මන්නාරම","31","24","85","60","ප්‍රධාන වශහයන් වැසි රහිත"
