"මන්නාරම","32","27","90","75","ප්‍රධාන වශයයන් වැසි රහිත",""
"","பிரதான நகரங்களுக்கான வானிலை முன்னறிவித்தல்","","","","",""
"","வவப்பநிலை (0C)","","சாரீரப்பதன் (%)","","",""
"நகரம்","","","","","","வானிலை"
"","உச்ச","குலைந்த","உச்ச","குலைந்த","",""
"அனுராதபுரம்","32","25","90","65","பிரதானமாக சீரான வானிலை",""
"மட்டக்களப்பு","33","26","85","65","பிரதானமாக சீரான வானிலை",""
"வகாழும்பு","30","27","90","75","அடிக்கடி மலை பெய்யும்",""
"காலி","30","25","95","80","அடிக்கடி மலை பெய்யும்",""
"யாழ்ப்பாணம்","32","27","85","65","பிரதானமாக சீரான வானிலை",""
"கண்டி","28","23","95","75","அடிக்கடி மலை பெய்யும்",""
"நுவவரலியா","18","14","95","80","அடிக்கடி மலை பெய்யும்",""
"இரத்தினபுரி","32","24","95","75","அடிக்கடி மலை பெய்யும்",""
"திருககாணமலை","35","26","85","50","பிரதானமாக சீரான வானிலை",""
"மன்னார்","32","27","90","75","பிரதானமாக சீரான வானிலை",""
