"","තත්ත්ව වාර්තාව  - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/   Situation Report- Sri Lanka දිනය /jpfjp / Date : 13th  May 2021 at 1800hrs","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","නිවාස්ත්‍ හානි","","","","","","","",""
"","","","","","","බලපෑමට ලක්වු","","","","","","","","","","","","",""
"","","","පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு","","","","","","","","Nrjkile;j","","","ලවනත් හානි பிற பாதிப்புகள்","","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd","",""
"","","","","","","ghjpf;fg;gl;l","","","","","","","","","","","","",""
"","","","Administrative purview","","","","","","","","tPLfs; Houses","","","Other Damages","","","miktplk; Safe Location","",""
"","","","","","","Affected","","","තුවාලවු","අතුරුදහ","","","","","","","","",""
"","","","","","ආරම්භක දිනය","","","","","","Damaged","","","","","","","",""
"","","","","","","","","","පුද්ගලයින්","න්වූ","","","","","","","","",""
"","","","","","mdu;j;jk;","","","මිය යෑම්","","","","","","","","","","",""
"","","","","ආපදාව","","","","","","පුද්ගලයින්","","","කුඩා හා මධය","","","","","",""
"පළාත","","","","","","","","","","","","","","","","","","",""
"","","","","","Muk;gpj;j","","","kuzq;f","fhakil","fhzhky;","","","පරිමාණ වයාපාරික","","ඉතා වැදගත් යටිතල","ආරක්ිත","","","ලවනත් කරුණු"
"khfhzk;","#","","","mdHj;jk","","","","","","","","","","","","","","",""
"","","","","","jpfjp","","","s;","e;NjhH","NghNdhH","","","","","පහසුකම් වලට වූ","රථාන","","","NtW Fwpg;Gf;fs; Remarks"
"Province","","","ප්‍රා.ලේ. ලකා","","","පවුේ","","","","","පූර්ණ","","ස්ත්‍
රථාන சிறிய,","","","ස්ත්‍","පවුේ","",""
"","","දිස්ත්‍රික්කය","","Disaster","","","","Deaths","","","","අර්ධ හානි","","","","","","",""
"","","","","","Date of","","පුද්ගලයින්","","","","","","நடுத்தர,","","හානි mbg;gilf;","ස්ත්‍ංඛ්‍යාව","ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්",""
"","","","gpuNjr nra.gp","","","ස්ත්‍ංඛ්‍යාව","","","Injured","Missing","හානි","gFjpas","","","","","","",""
"","","மாவட்டம்","","","","","egHfs;","","","","","","நிறுவனங்களின்","","fl;likg;Gf;fs;","vz;zpf;i","FLk;gq;f","egHfs;",""
"","","","","","commenced","FLk;gq;fs;","","","","","KOik","T","","","","","","",""
"","","","DS","","","","People","","People","People","","","சேதங்கள்; Small,","","Damages to","f   No.","s;","Persons",""
"","","District","","","","Families","","","","","Fully","Partially","","","","","","",""
"","","","Division","","","","","","","","","","Medium,","","critical","of Safety","Families","",""
"","","","","","","","","","","","","","Enterprises","","Infrastructure","Locations","","",""
"","","","","","","","","","","","","","Damages","","","","","",""
"","","","","","","","","","","","","","","","","","","","Official residence of the"
"","","","","Heavy Rain / High Wind","","","","","","","","","","","","","","",""
"","","","Balangoda","","2021.03.22","40","150","","","","1","35","","1","","1","3","19","Municipal Secretary"
"","","","","& Landslide Risk","","","","","","","","","","","","","","","Balangoda"
"","","රත්නපුර","","","","","","","","","","","","","","","","",""
"","1",",uj;jpdGhp","Kolonna","Rock fallan","2021.05.11","2","6","","","","","2","","","","","","",""
"","","Rathnapura","Godakawela","Heavy Rain","2021.05.12","1","5","","","","","1","","","","","","",""
"","","","Kahawattha","Heavy Rain","2021.05.11","2","5","","","","","2","","","","","","",""
"","","","","Lightning","2021.05.12","3","15","","","","","3","","","","","","",""
"","","","Ibulpe","","","","","","","","","","","","","","","",""
"සබරගමුෙ පලොත","","","","","","","","","","","","","","","","","","",""
"","","","","Cutting faliture","2021.05.12","3","14","","","","","3","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","","","","",""
"","දිස්ික් එ තුෙ khtl;l $l;Lj;njhif District Total","","","","","51","195","0","0","0","1","46","","1","0","1","3","19",""
"Sabaragamuw","","","","","","","","","","","","","","","","","","",""
"","","","","","2021.05.12/1","","","","","","","","","","","","","",""
"a","","","Dehiowita","Tree fallan","","2","11","","","","","","","","","","","",""
"","","","","","3","","","","","","","","","","","","","",""
"","","ෑගල්ල Nffhiy","","","2021.05.13/1","","","","","","","","","","","","","",""
"","2","","Kegalle","Cutting faliture","","4","14","","","","","1","","","","","","",""
"","","Kegalle","","","0","","","","","","","","","","","","","",""
"","","","Galigamuwa","Cutting faliture","2021.05.12","1","3","","","","","1","","","","","","",""
"","","","Aranayake","Tree fallan","2021.05.12","1","4","","","","","1","","","","","","",""
"","දිස්ික් එ තුෙ khtl;l $l;Lj;njhif District Total","","","","","8","32","0","0","0","0","3","","0","0","0","0","0",""
"","පළොත් ඵ තුෙ khfhz $l;Lj;njhif  Province Total","","","","","59","227","0","0","0","1","49","","1","0","1","3","19",""
"","","ක ොළඹ/nfhOk;G/","Jayawardanapura","","","","","","","","","","","","","","","",""
"Western/","3","","","Flood","2021.05.13","42","175","","","","","","","","","1","42","175",""
"Nky;","","Colombo","Kotte","","","","","","","","","","","","","","","",""
"khfhzk;බස්නො","","","","","","","","","","","","","","","","","","",""
"හිර පලොත","දිස්ික් එ තුෙ khtl;l $l;Lj;njhif District Total","","","","","42","175","0","0","0","0","0","","0","0","1","42","175",""
"","පළොත් ඵ තුෙ khfhz $l;Lj;njhif  Province Total","","","","","42","175","0","0","0","0","0","","0","0","1","42","175",""
"","","","Nawagaththegama","Lightning","2021.05.10","2","3","","","","","1","","","","","","",""
"","","","Wennappuwa","Fire","2021.05.11","1","5","","","","1","","","","","","","",""
"ෙයඹ","","පුත්තලම/","","","2021.05.12/1","","","","","","","","","","","","","",""
"","4","","Chillaw","Flood","","145","485","","","","","","","","","","","",""
"පලොත/tlNky;","","Gj;jsk;/Puttalam","","","3","","","","","","","","","","","","","",""
"khfhzk;/","","","","","","","","","","","","","","","","","","",""
"","","","","Flood","2021.05.12","71","266","","","","","","","","","","","",""
"North","","","Arachchikattuwa","","","","","","","","","","","","","","","",""
"","","","","Lightning","2021.05.09","1","2","","","","","1","","","","","","",""
"Western/","","","","","","","","","","","","","","","","","","",""
"","දිස්ික් එ තුෙ khtl;l $l;Lj;njhif District Total","","","","","220","761","0","0","0","1","2","","0","0","0","0","0",""
