"","பிரதான நகரங்களுக்கான வானிலை","","",""
"","","","",""
"","","","திகதி :","2024-01-15"
"","முன்னறிவித்தல்","","",""
"","","0C)","",""
"","வவப்பநிலை (","","சாரீரப்பதன் (%)",""
"நகரம்","","","","வானிலை"
"","உச்ச","குலறந்த","உச்ச 
குலறந்த",""
"","","","",""
"அனுராதபுரம்","29","22","95 
60","பிரதானமாக சீரான வானிலை"
"","","","",""
"மட்டக்களப்பு","30","23","90 
75","பிரதானமாக சீரான வானிலை"
"","","","",""
"வகாழும்பு","32","23","85 
55","பிரதானமாக சீரான வானிலை"
"","","","",""
"காைி","29","23","90 
80","பிரதானமாக சீரான வானிலை"
"","","","",""
"யாழ்ப்பாணம்","29","24","90 
70","பிரதானமாக சீரான வானிலை"
"","","","",""
"கண்டி","28","18","94 
60","பிரதானமாக சீரான வானிலை"
"","","","",""
"நுவவரைியா","18 
8","","90 
60","பிரதானமாக சீரான வானிலை"
"","","","",""
"இரத்தினபுரி","31","22","95 
60","பிரதானமாக சீரான வானிலை"
"","","","",""
"திருககாணமலை","29","23","80 
70","பிரதானமாக சீரான வானிலை"
"","","","",""
"மன்னார்","29","24","90 
70","பிரதானமாக சீரான வானிலை"
