"පලාත/fpof;F/E","","","","","","","","","","","","",""
"astern/","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","53","204","0","0","0","0","53","0","0","0","0","0"
"","පළාත් ඵකතුෙ khfhz $l;Lj;njhif  Province Total","53","204","0","0","0","0","53","0","0","0","0","0"
"","Hingurakgoda","1155","4185","","","","","","","","","",""
"","Welikanda","4659","14700","","","","","","","","","",""
"","වපාවලාන්නරුෙ/ng","","","","","","","","","","","",""
"2","Drought
hyd;dWit/Polo","2021.09.13","","","","","","","","","","","Distributing Drinking water"
"උතුරුමැද","Lankapura","978","3849","","","","","","","","","",""
"","nnaruwa","","","","","","","","","","","",""
"පලාත/tlkj;jp","","","","","","","","","","","","",""
"","Thamankaduwa","700","1250","","","","","","","","","",""
"a khfhzk;/","","","","","","","","","","","","",""
"North Central/","","","","","","","","","","","","",""
"","Dimbulagala","2004","6119","","","","","","","","","",""
"","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","9496","30103","0","0","0","0","0","0","0","0","0","0"
"","පළාත් ඵකතුෙ khfhz $l;Lj;njhif  Province Total","9496","30103","0","0","0","0","0","0","0","0","0","0"
