"","Weather Forecast for Main Cities","","","Date :","13-Oct-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","34","23","95","50","Showers or thundershowers after 2.00p.m"
"Batticaloa","32","24","90","65","Showers or thundershowers after 2.00p.m"
"Colombo","30","24","90","75","Several spells of showers"
"Galle","29","24","95","80","Showers or thundershowers"
"Jaffna","33","24","90","65","Showers or thundershowers after 2.00p.m"
"Kandy","31","20","95","60","Showers or thundershowers after 2.00p.m"
"Nuwara-Eliya","21","12","95","75","Showers or thundershowers after 2.00p.m"
"Ratnapura","32","23","95","80","Showers or thundershowers after 2.00p.m"
"Trincomalee","34","24","90","50","Showers or thundershowers after 2.00p.m"
"Mannar","32","25","90","65","Showers or thundershowers are likely after 2.00p.m"
