"න්‍ගරය","","","","","කාලගුණය"
"","උපරිම","අවම","උපරිම","අවම",""
"අනුරාධපුරය","32","25","95","60","ප්‍රධාන වශහයන් වැසි රහිත"
"මඩකලපුව","30","25","90","75","ප්‍රධාන වශහයන් වැසි රහිත"
"හකාළඹ","32","25","90","65","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති  විය  ැක"
"ොල්ල","31","25","90","70","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති  විය  ැක"
"යාපනය","33","24","95","70","වැසි ස්වල්පයක්"
"ම නුවර","30","22","95","60","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති  විය  ැක"
"නුවරඑළිය","21","9","95","55","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති  විය  ැක"
"රත්නපුරය","34","23","95","60","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති  විය  ැක"
"ිකුණාමලය","30","24","95","70","වැසි ස්වල්පයක්"
