"කිලිනනාච්චිය","","","","","","","","","","","","","","Drinking water is"
"5
Karachchi
Drought
fpspnehr;rp","2024.04.17","432","946","","","","","","","","","","","being distributed for"
"","","","","","","","","","","","","","","drought areas"
"Killinochchi","","","","","","","","","","","","","",""
"දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total
උතුරු පලාත","","432","946","0","0","0","0","0","0","0","0","0","0",""
"tl khfhzk; 
මුලතිව්/","","","","","","","","","","","","","",""
"Ky;iyj;jPT 
6
Thunukkai
Lightning
Northen","2024.04.29","1","2","1","1","","","","","","","","",""
"Mulaitivu","","","","","","","","","","","","","",""
"දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","1","2","1","1","0","0","0","0","0","0","0","0",""
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","433","948","1","1","0","0","0","0","0","0","0","0",""
"ත්‍රීකුණාමලය","","","","","","","","","","","","","",""
"7
Muthur
Drought
jp.kiy   
නැනගනහිර පලාත","2024.04.22","464","1334","","","","","","","","","","",""
"Trincomalee","","","","","","","","","","","","","",""
"fpof;F","","","","","","","","","","","","","",""
"දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total
Eastern","","464","1334","0","0","0","0","0","0","0","0","0","0",""
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","464","1334","0","0","0","0","0","0","0","0","0","0",""
"ගාල්ල                  
Bope Poddala
Tree Fallen","2024.04.27","1","3","","","","","1","","","","","",""
"fhyp           
8","","","","","","","","","","","","","",""
"දකුනු පලාත","","","","","","","","","","","","","",""
"Galle
Niyagama
Tree Fallen","","","","","","","","","1","","","","",""
"njd; khfhzk;","","","","","","","","","","","","","",""
"Southern
දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","1","3","0","0","0","0","1","1","0","0","0","0",""
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","1","3","0","0","0","0","1","1","0","0","0","0",""
"මාතනල්/khj;jis/M","","","","","","","","","","","","","",""
"9
Raththoa
Lightning
මධ්‍යම පලාත/","2024.04.29","1","2","2","","","","","","","","","",""
"atale","","","","","","","","","","","","","",""
"kj;jpa khfhzk;/","","","","","","","","","","","","","",""
"දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total
Central","","1","2","2","0","0","0","0","0","0","0","0","0",""
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","1","2","2","0","0","0","0","0","0","0","0","0",""
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","4128","12809","3","2","0","2","44","1","0","0","0","0",""
"","","","","ආපදා කළමනාකරණ මධ්‍යස්ථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","","",""
