"","Weather Forecast for Main Cities","","","Date :","28-Feb-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","32","23","95","70","Showers or thundershowers at times"
"Batticaloa","30","24","95","80","Showers or thundershowers at times"
"Colombo","33","26","90","65","Showers or thundershowers after 2.00p.m"
"Galle","30","25","90","75","Showers or thundershowers"
"Jaffna","30","24","95","75","Showers or thundershowers at times"
"Kandy","29","22","95","80","Showers or thundershowers after 2.00p.m"
"Nuwara-Eliya","17","15","95","80","Showers or thundershowers at times"
"Ratnapura","35","24","95","60","Showers or thundershowers after 2.00p.m"
"Trincomalee","31","25","95","75","Showers or thundershowers at times"
"Mannar","30","26","85","75","Showers or thundershowers at times"
