"","Weather Forecast for Main Cities","","","","25-Nov-2024"
"","","Temperature (0C)","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","29","23","95","75","Showers or thundershowers at times"
"Batticaloa","28","24","95","80","Showers or thundershowers at times"
"Colombo","30","24","95","65","Showers or thundershowers at times"
"Galle","29","24","95","75","Showers or thundershowers at times"
"Jaffna","28","24","90","75","Showers or thundershowers at times"
"Kandy","28","21","95","70","Showers or thundershowers at times"
"Nuwara-Eliya","19","14","90","70","Showers or thundershowers at times"
"Ratnapura","30","23","95","75","Showers or thundershowers at times"
"Trincomalee","28","23","95","80","Showers or thundershowers at times"
"Mannar","28","23","95","85","Showers or thundershowers at times"
