"වයඹ පලාත","","","","","","","","","","","","",""
"tlNky;","","","","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","",""
"North Western","","","","","","","","","","","","",""
"Narammala","","206","1050","","","","","","","","","",""
"Bamunakotuwa","","25","75","","","","","","","","","",""
"Alawwa","","223","873","","","","","","","","","",""
"කුරුනෑගල","","","","","","","","","","","","",""
"Kuliyapitiya west","","36","133","","","","","","","","","",""
"4
Drought
FUdhfy;","2019.04.03","","","","","","","","","","","",""
"Weerambugedara","","65","230","","","","","","","","","",""
"Kurunegala","","","","","","","","","","","","",""
"Panduwasnuwara west","","143","524","","","","","","","","","",""
"Udubaddawa","","83","208","","","","","","","","","",""
"Polpithigama","","1158","3775","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","1939","6868","0","0","0","0","0","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","11280","39439","0","0","0","0","0","0","0","0","0","0"
"වව්නියාව","","","","","","","","","","","","",""
"5
Vavuniya North
Drought
tTdpah","2019.03.11","39","105","","","","","","","","","",""
"Vavuniya","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","39","105","0","0","0","0","0","0","0","0","0","0"
"Delft","2019.03.18","1031","3071","","","","","","","","","",""
"Velanai
යාපනය","2019.03.21","2798","9642","","","","","","","","","",""
"6
Drought
Kayts
aho;g;ghzk;","","2422","7848","","","","","","","","","",""
"Jaffna
Karainagar","2019.03.18","2760","8297","","","","","","","","","",""
"Maruthankrny","","1060","4630","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","10071","33488","0","0","0","0","0","0","0","0","0","0"
"Nanattan","2019.04.03","2310","7649","","","","","","","","","",""
"Musali","","3722","14627","","","","","","","","","",""
"උතුරු පලාත","","","","","","","","","","","","",""
"මන්නාරම","","","","","","","","","","","","",""
"tl khfhzk ; 
7
Manthai West
Drought","","5808","20738","","","","","","","","","",""
"kd;dhH  Mannar","2019.04.01","","","","","","","","","","","",""
"Northen","","","","","","","","","","","","",""
"Mannar Town","","2045","6460","","","","","","","","","",""
"Madhu","","1289","4095","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","15174","53569","0","0","0","0","0","0","0","0","0","0"
"කිලිලනාච්චිය","","","","","","","","","","","","",""
"Kandawali","","65","220","","","","","","","","","",""
"8
Drought
fpspnehr;rp","2019.04.08","","","","","","","","","","","",""
"Poonakary
Killinochchi","","1631","5500","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","1696","5720","0","0","0","0","0","0","0","0","0","0"
"මුලතිව්න       
Manthai East","High Wind
2019.04.08","3","9","","","","","2","","","","",""
"9
Ky;iyj;jPT","","","","","","","","","","","","",""
"Puthukudiyirippu
Drought
Mulaitivu","2019.04.10","1967","6296","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","1970","6305","0","0","0","0","2","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","28950","99187","0","0","0","0","2","0","0","0","0","0"
"Ambangangakorale","2019.03.11","85","300","","","","","","","","","",""
"Ukuwela","","950","4617","","","","","","","","","",""
"මාතලල්","","","","","","","","","","","","",""
"Drought
khj;jis    
10
Naula","","590","1870","","","","","","","","","",""
"Matale","","","","","","","","","","","","",""
"Yatawatta","","1107","3475","","","","","","","","","",""
"Rattota","2019.03.28","5659","20246","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","8391","30508","0","0","0","0","0","0","0","0","0","0"
"Yatinuwara","2019.04.18","795","3878","","","","","","","","","",""
"Delthota","2019.03.17","435","1988","","","","","","","","","",""
"Drought","","","","","","","","","","","","",""
"Akurana","2019.02.10","530","1852","","","","","","","","","",""
"මධ්‍යම පලාත","2019.03.28","1155","3103","","","","","","","","","",""
"Pathahewahata
kj;jpa khfhzk;","","","","","","","","","","","","",""
"","High Wind
2019.04.09","1","4","","","","","1","","","","",""
"Central","","","","","","","","","","","","",""
"නුවර               
Meda Dumbara","2019.03.21","405","1630","","","","","","","","","",""
"11
fz;b","","","","","","","","","","","","",""
"Poojapitiya","2019.04.01","1654","7312","","","","","","","","","",""
"Kandy
Drought","","","","","","","","","","","","",""
"Panvila","2019.04.02","530","1600","","","","","","","","","",""
"","2019.04.03","300","1250","","","","","","","","","",""
"Pathadummbara","","","","","","","","","","","","",""
"","High Wind
2019.04.09","1","4","","","","","1","","","","",""
"Drought","2019.04.03","30","100","","","","","","","","","",""
"Kundasale","","","","","","","","","","","","",""
"","High Wind
2019.04.09","10","29","","2","","","7","","","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","5846","22750","0","2","0","0","9","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","14237","53258","0","2","0","0","9","0","0","0","0","0"
