"Gampaha","Flood","2023.11.02","74","290","","","","","","","","","",""
"Divulapitiya","Heavy Rain","2023.11.02","5","20","","","","","4","1","","","",""
"Minuwangoda","Flood","2023.11.02","16","51","","","","","","","","1","3","13 Kotugoda"
"","","","","","","","","","","","","","","Sudarmaramaya"
"","","","","","","","","","","","","","","1.Hiripitiya Community"
"ගම්පහ       fk;g`h","","","","","","","","","","","","","",""
"9","Flood","2023.11.02","74","306","","","","","","","","2","30","Hall 2& 3.Kalotuwa 
127"
"Western        
Gampaha","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","Mosque"
"Nky; khfhzk; 
Aththanagalla","","","","","","","","","","","","","",""
"","Tree Fallen","2023.11.01","2","9","","","","","2","","","","",""
"බසරනොහිර පලොත","","","","","","","","","","","","","",""
"","Lightning","2023.11.01","9","37","","","","","9","","","","",""
"Meerigama","Heavy Rain","2023.11.01","8","25","","","","","8","","","","",""
"දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","188","738","0","0","0","0","23","1","0","3","33","140"
