"","Kamburupitiya","","","102
433","","","","39","","","",""
"","Athuraliya","","","17
57","","","","17","","","",""
"","මොතර","","","","","","","","","","",""
"","Kirinda puhulwela","","2023.09.28 to","41
156","","","","41","","","",""
"2","khj;jiw","Flood / Heavy Rain","","","","","","","","","",""
"","Pasgoda","","2023.10.23","99
387","","","","10","","","",""
"","Matara","","","","","","","","","","",""
"","Hakmana","","","72
275","","","","72","","","",""
"දකුනු පලොත","Matara","","","128
557","","","","8
119","","","",""
"njd; khfhzk;","Pitabeddara","","","39
147","","","","39","","","",""
"Southern","Mulatiyana","","","39
162","","","","11","","","",""
"","Kotapola","","","9
45","","","","7","","","",""
"","Dikwella","","","110
415","","","","110","","","",""
"","Welipitiya","","","38
133","","","","2
30","","","",""
"","දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","1160
4486","0","0","0","21
669","0","0","1
4","21"
"","හම්බන්තොට","","","","","","","","","","",""
"3","Angunakolapelessa
`k;ghe;Njhl;il","Heavy Rain","2023.11.01","1
5","","","","1","","","",""
"","Hambantota","","","","","","","","","","",""
"","දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","1
5","0","0","0","0
1","0","0","0
0","0"
"","පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","1161
4491","0","0","0","21
670","0","0","1
4","21"
"","Balangoda","Heavy Rain","2023.11.01","3
9","","","","3","","","",""
"","","Heavy Rain","2023.11.01","4
16","","","","4","","","",""
"","Rathnapura","","","","","","","","","","",""
"","","Rock Fallen","2023.11.01","1
4","","","","1","","","",""
"","","Heavy Rain","2023.11.01","1
4","","","","1","","","",""
"","Pelmadulla","Rock Fallen","2023.11.01","1
3","","","","1","","","",""
"","","Cutting Faliure","2023.11.01","1
2","","","","1","","","",""
"","රත්නපුර","","","","","","","","","","",""
"4",",uj;jpdGhp  
Kolonna","Cutting Faliure","2023.11.01","1
2","","","","1","","","",""
"","Rathnapura","","","","","","","","","","",""
"","Opanayake","Heavy Rain","202.11.01","4
12","","","","4","","","",""
"","","Lightning","2023.11.01","1
4","","","","1","1","","",""
"","Kuruwita","Heavy Rain","2023.11.01","1
4","","","","1","","","",""
"","","High Wind","2023.11.01","2
6","","","","2","","","",""
"","Nivithigala","Heavy Rain / Wind","2023.11.01","1
4","","","","1","","","",""
"සබරගමුව පලොත","","","","","","","","","","","",""
"rg;ufKt","Kalawana","Heavy Rain","2023.11.01","2
6","","","","2","","","",""
"Sabaragamuwa","","","","","","","","","","","",""
"","දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","23
76","0","0","0","0
23","1","0","0
0","0"
