"පකාළඹ","","","","","","","","","","","","",""
"6
Padukka
High Wind","2023.03.18","33","94","","1","","","33","","","","",""
"Western             
nfhOk;G Colombo","","","","","","","","","","","","",""
"Nky; khfhzk;","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total
බස්ත්‍රනාහිර පලාත","","33","94","0","1","0","0","33","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","33","94","0","1","0","0","33","0","0","0","0","0"
"ගාල්ල                
Niyagama
Lightning","2023.03.20","2","9","","","","","2","","","","",""
"fhyp        
7","","","","","","","","","","","","",""
"දකුනු පලාත","","","","","","","","","","","","",""
"Nagoda
Cutting Failure
Galle","2023.03.20","1","2","","","","","1","","","","",""
"njd; khfhzk;","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total
Southern","","3","11","0","0","0","0","3","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","3","11","0","0","0","0","3","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","222","790","0","8","0","3","158","0","0","1","70","240"
"","","","","ආපදා කළමනාකරණ මධ්‍යස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
