"","Beruwala","High Wind / Lightning","2025.05.25/30","38","152","","","","","37","","","","",""
"","Kaluthara","High Wind / Rain","2025.05.19-31","36","128","","","","","30","1","2","","",""
"","Mathugama","High Wind / Rain","2025.05.08-31","30","112","","","","1","27","","","","",""
"","Agalawaththa","High Wind/ Rock fallen","2025.05.18-21","12","42","","","","","11","","","","",""
"","Bandaragama","High Wind / Lightning","2025.05.18-27","7","32","","","","","6","","","","",""
"","Dodangoda","Heavy Rain/ Lightning","2025.05.18--30","73","248","","","","","41","","1","","",""
"කළුතර","","","","","","","","","","","","","","",""
"","Bulathsighala","High Wind","2025.05.18-30","26","75","","1","","","23","","1","","",""
"4
fSj;Jiw","","","","","","","","","","","","","","",""
"Kalutara","Palindanuwara","High Wind","2025.05.30","5","21","","","","","4","","","","",""
"","Horana","High Wind","2025.05.30","26","116","","","","","26","","","","",""
"","Walallavita","High Wind / Lightning","2025.05.30","43","150","","","","","41","","","","",""
"","Ingiriya","High Wind / Lightning","2025.05.30-31","36","130","","","","","36","","","","",""
"","Panadura","High Wind","2025.05.24","2","8","","","","","1","","","","",""
"","Madurawala","High Wind","2025.05.26","3","8","","","","","2","","","","",""
"","Millaniya","High Wind","2025.05.29-31","18","71","","","","","3","","","","",""
"Western","","","","","","","","","","","","","","",""
"Nky; khfhzk","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","355","1293","0","1","0","1","288","1","4","0","0","0"
"බස්ත්‍රනාහිර පලාත","","","","","","","","","","","","","","",""
"","Kaduwela","High Wind","2025.05.30","96","412","","","","","96","","","","",""
"","Seethawaka","High Wind","2025.05.30","34","137","","","","","34","5","","","",""
"","Kolonnawa","High Wind","2025.05.30","22","79","","","","","22","","","","",""
"","Rathmalana","High Wind","2025.05.30","83","323","","","","","83","","","","",""
"","Homagama","High Wind","2025.05.30","74","300","","","","","74","","","","",""
"්කාළඹ","Padukka","High Wind","2025.05.30","23","89","","","","","25","","","","",""
"nfhOk;G  
5","","","","","","","","","","","","","","",""
"Colombo","Dehiwala","High Wind","2025.05.30","19","76","","","","","19","","","","",""
"","Thibirigasyaya","High Wind","2025.05.30","101","349","","5","","","101","","5","","",""
"","Kesbewa","High Wind","2025.05.30","40","170","","","","","40","","","","",""
"","Colombo","High Wind","2025.05.30","21","86","","","","","21","","","","",""
"","Kotte","High wind","2025.05.30","84","316","","","","","84","","","","",""
"","Maharagama","High Wind","2025.05.30","66","195","","","","","54","","3","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","663","2532","0","5","0","0","653","5","8","0","0","0"
"","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","1018","3825","0","6","0","1","941","6","12","0","0","0"
"","Nivitigala","Tree fallen","2025.05.30-06.01","33","145","","1","","","33","","","","",""
"","Weligepola","Tree fallen","2025.05.30-31","18","70","","","","","17","1","","","",""
"","Opanayaka","Tree fallen","2025.05.30-31","31","122","","9","","","31","3","","","",""
"","Ayagama","Tree fallen","2025.05.30-06.01","10","26","","","","","9","1","","","",""
"","Kahawatta","Tree fallen","2025.05.30","29","106","","","","","29","1","","","",""
"","Godakawela","Tree fallen","2025.05.30-31","45","179","","","","","44","","","","",""
"","Kalawana","Tree fallen","2025.05.30-06.01","29","111","","","","","29","","","","",""
"","Rathnapura","Tree fallen","2025.05.30","125","455","","","","","125","","","","",""
"","රත්නපුර","","","","","","","","","","","","","",""
"","Kiriella","Tree fallen","2025.05.30","71","263","","","","","71","","","","",""
"6
,uj;jpdGhp","","","","","","","","","","","","","","",""
"Rathnapura","Balangoda","Tree fallen","2025.05.30","38","136","","","","","38","","1","","",""
"","Eheliyagoda","Tree fallen","2025.05.30-06.01","75","263","","","","","75","","","","",""
"","Pelmadulla","Tree fallen","2025.05.30-31","45","183","","","","","45","","","","",""
"","Kolonna","Tree fallen","2025.05.31-06.01","8","26","","","","","8","","","","",""
"","Kuruvita","Tree fallen","2025.05.30-31","59","245","","","","","59","","","","",""
"","Elapatha","Tree fallen","2025.05.30-31","19","73","","","","","19","","","","",""
"ස්ත්‍බරගමුව පලාත","","","","","","","","","","","","","","",""
"","Kalthota","High Wind","2025.05.30/31","19","67","","","","","19","","","","",""
"rg;ufKt","","","","","","","","","","","","","","",""
"Sabaragamuwa","Imbulpe","High Wind/Tree Falling","2025.05.30","83","292","","","","","77","6","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","737","2762","0","10","0","0","728","12","1","0","0","0"
