"","Weather Forecast for Main Cities","","","Date :","27-Feb-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","32","24","95","55","Several spells of showers"
"Batticaloa","29","26","90","75","Showers or thundershowers at times"
"Colombo","33","25","85","55","Showers or thundershowers after 2.00p.m"
"Galle","30","25","90","70","Showers or thundershowers after 2.00p.m"
"Jaffna","30","26","90","65","Several spells of showers"
"Kandy","30","22","90","55","Showers or thundershowers are likely after 2.00p.m"
"Nuwara-Eliya","21","15","90","55","Showers or thundershowers at times"
"Ratnapura","35","23","95","50","Showers or thundershowers after 2.00p.m"
"Trincomalee","32","25","90","65","Showers or thundershowers at times"
"Mannar","31","25","90","65","Showers or thundershowers at times"
