"","","","","","","Page 2","","","","","","","","",""
"","කළුතර","","","","","","","","","","","","","",""
"Western","6
Palindanuwara
fSj;Jiw","Rock Fallen","2020.09.06","16","49","","","","","","","","1","16","44 Gangarama Temple"
"Nky; khfhzk;","Kalutara","","","","","","","","","","","","","",""
"බස්ත්‍රනාහිර පලාත","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","16","49","0","0","0","0","0","0","0","1","16","44"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","16","49","0","0","0","0","0","0","0","1","16","44"
"","පුත්තලම","","","","","","","","","","","","","",""
"වයඹ පලාත","7
Chilaw
Gj;jsk;","High wind","2020.09.22","2","9","","","","","2","","","","",""
"","Puttalam","","","","","","","","","","","","","",""
"tlNky; khfhzk;","","","","","","","","","","","","","","",""
"North Western","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","2","9","0","0","0","0","2","0","0","0","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","2","9","0","0","0","0","2","0","0","0","0","0"
"","","","2020.09.18","1","5","","","","","1","","","","",""
"","Agunukolapelessa","High Wind","","","","","","","","","","","","",""
"","","","2020.09.21","1","5","","","","","1","","","","",""
"","","Tree Fallen","2020.09.20","2","7","","","","","2","","","","",""
"","Beliatta","","","","","","","","","","","","","",""
"","හම්බනවතාට","","","","","","","","","","","","","",""
"","","","","1","3","","","","","1","","","","",""
"","8
`k;ghe;Njhl;il","","2020.09.19","","","","","","","","","","","",""
"දකුනු පලාත","","","","","","","","","","","","","","",""
"","","Heavy Rain & High Wind","","1","3","","","","","1","","","","",""
"","Hambantota","","","","","","","","","","","","","",""
"njd; khfhzk;","","","","","","","","","","","","","","",""
"","Walasmulla","","2020.09.20","1","4","","","","","1","","","","",""
"Southern","","","","","","","","","","","","","","",""
"","","Tree Fallen","2020.09.21","1","3","","","","","1","","","","",""
"","Thangalla","High Wind","2020.09.21","2","7","","","","","2","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","10","37","0","0","0","0","10","0","0","0","0","0"
