"","","","","","","","","නිවාස්ත්‍ හානි","","","","",""
"","","පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு","","බලපෑමට ලක්වු","","","","Nrjkile;j","","ලවනත් හානි பிற பாதிப்புகள்","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd",""
"","","Administrative purview","","ghjpf;fg;gl;l    Affected","","","","tPLfs; Houses","","Other Damages","","miktplk; Safe Location",""
"","","","","","","තුවාලවු","අතුරුදහ","Damaged","","","","",""
"","","","","ආරම්භක දිනය","","පුද්ගලයින්","න්වූ","","","","","",""
"","","","","mdu;j;jk;","මිය යෑම්","","පුද්ගලයින්","","","","","",""
"","","","ආපදාව","","","","","","","","","",""
"පළාත khfhzk;","","","","","kuzq;f","fhakil","fhzhky;","","","කුඩා හා මධය","","",""
"","#","","mdHj;jk","Muk;gpj;j jpfjp","","","","","","","","",""
"","","","","","s;","e;NjhH","NghNdhH","","","පරිමාණ වයාපාරික","ඉතා වැදගත් යටිතල","ආරක්ිත",""
"Province","","","","","","","","","","","","",""
"","","","Disaster","Date of","Deaths","","","","","ස්ත්‍
රථාන சிறிய,","පහසුකම් වලට වූ","ස්ත්‍
රථාන  
පවුේ",""
"","","","","","","","","පූර්ණ","","","","",""
"","","ප්‍රා.ලේ. ලකා","","පවුේ ස්ත්‍ංඛ්‍යාව 
පුද්ගලයින් 
commenced","","Injured","Missing","","අර්ධ හානි","நடுத்தர,","හානි mbg;gilf;","ස්ත්‍ංඛ්‍යාව 
ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්"
"","දිස්ත්‍රික්කය","","","","","","","හානි","","","","",""
"","","","","","","People","People","","","நிறுவனங்களின்","","",""
"","","gpuNjr nra.gp     DS","","FLk;gq;fs; 
egHfs;","","","","","gFjpasT","","fl;likg;Gf;fs;","vz;zpf;i
FLk;gq;f","egHfs;"
"","","மாவட்டம் District","","","","","","KOik","","","","",""
"","","","","Families
People","","","","","Partially","சேதங்கள்; Small, 
Damages to","","s; 
f   No.","Persons"
"","","Division","","","","","","Fully","","","","",""
"","","","","","","","","","","Medium, 
critical","","Families
of Safety",""
"","","","","","","","","","","Enterprises 
Infrastructure","","Locations",""
"","","","","","","","","","","Damages","","",""
"","කළුතර","Dodangoda","Cutting Failure","2023.06.13
2
13","","","","","2","","","",""
"","1
fSj;Jiw","Valallavita","High Wind","2023.06.12
2
6","","","","","2","","","",""
"Western","","","","","","","","","","","","",""
"","Kalutara","","","","","","","","","","","",""
"Nky; khfhzk;","","Ingiriya","High Wind","2023.06.13
2
7","","","","","2","1","","",""
"බස්නාහිර පලාත","","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","6
26","0","0","0","0","6","1","0","0
0","0"
"","","පළාත් ඵකතුෙ khfhz $l;Lj;njhif  Province Total","","6
26","0","0","0","0","6","1","0","0
0","0"
"","","Balangoda","High Wind","1
4","","","","","1","","","",""
"","","Kalawana","Heavy Rain & High","2023.06.13
1
3","","","","","1","","","",""
"","","","Wind","","","","","","","","","",""
"","2","Rathnapura","","4
12","","","","","4","","","",""
"","රත්නපුර","","","","","","","","","","","",""
"","","Godakawela","High Wind","1
5","","","","","1","","","",""
"",",uj;jpdGhp","","","2023.06.14","","","","","","","","",""
"","","Kahawaththa","High Wind","1
5","","","","","1","","","",""
"","Rathnapura","","","","","","","","","","","",""
"","","Pelmadulla","Cutting Failure","2023.06.12
1
5","","","","","1","","","",""
"සබරගමුෙ පලාත","","","","","","","","","","","","",""
"rg;ufKt","","Kiriella","Wall Fallen","2023.06.13
3
12","","","","","2","","","",""
"Sabaragamuwa","","Kolonna","High Wind","2023.06.14
1
2","","","","","1","","","",""
"","","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","13
48","0","0","0","0","12","0","0","0
0","0"
"","කෑගල්ල","","","","","","","","","","","",""
"","3","Nffhiy      
Dehiovita","Lightning","2023.06.13
1
4","","","","","1","","","",""
"","Kegalle","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","1
4","0","0","0","0","1","0","0","0
0","0"
"","","පළාත් ඵකතුෙ khfhz $l;Lj;njhif  Province Total","","14
52","0","0","0","0","13","0","0","0
0","0"
"","මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","20
78","0","0","0","0","19","1","0","0
0","0"
