"","Weather Forecast for Main Cities","","","Date :","6-May-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","34","23","95","60","Showers or thundershowers are likely after 2.00p.m"
"Batticaloa","33","26","90","70","Showers or thundershowers are likely after 2.00p.m"
"Colombo","32","26","90","65","Several spells of showers"
"Galle","32","26","90","80","Several spells of showers"
"Jaffna","34","27","90","75","Mainly fair"
"Kandy","32","21","95","60","Showers or thundershowers are likely after 2.00p.m"
"Nuwara-Eliya","23","12","95","65","Showers or thundershowers after 2.00p.m"
"Ratnapura","33","24","95","70","Several spells of showers"
"Trincomalee","35","25","90","60","Showers or thundershowers are likely after 2.00p.m"
"Mannar","33","26","90","70","Showers or thundershowers are likely after 2.00p.m"
