"දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","32","113","0","1","0","0","31","1","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","262","996","0","1","0","0","34","1","1","0","0","0"
"Thambuttegama
High Wind","2023.05.02","1","4","","","","","1","","","","",""
"අනුරාධ්‍පුර","","","","","","","","","","","","",""
"උතුරුමැද පලාත 
13
Horowpothana
Heavy Rain
m.Guk;","2023.05.01","1","1","","","","","1","","","","",""
"tlkj;jpa 
Anuradhapura","","","","","","","","","","","","",""
"Mihinthalaya
Lightning
khfhzk;","2023.05.09","3","10","","","","","3","","","","",""
"North Central","","","","","","","","","","","","",""
"දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","5","15","0","0","0","0","5","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","5","15","0","0","0","0","5","0","0","0","0","0"
"හම්බන්ගතාට  
High Wind","2023.05.06","1","6","","","","","1","","","","",""
"14
Beliaththa
`k;ghe;Njhl;il","","","","","","","","","","","","",""
"High Wind
Hambantota","2023.05.10","1","5","","","","","1","","","","",""
"දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","2","11","0","0","0","0","2","0","0","0","0","0"
"දකුනු පලාත","","","","","","","","","","","","",""
"njd; khfhzk; 
මාතර","","","","","","","","","","","","",""
"Southern
15
Weligama
Tree Fallen
khj;jiw","2023.05.13","1","5","","1","","","1","","","","",""
"Matara","","","","","","","","","","","","",""
"දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","1","5","0","1","0","0","1","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","3","16","0","1","0","0","3","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","621","2275","0","8","0","3","251","11","4","2","82","283"
