"","","","","Date :","12-Apr-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","34","25","90","55","A few showers"
"Batticaloa","34","25","90","70","Showers or thundershowers after 2.00p.m"
"Colombo","31","25","90","70","Several spells of showers"
"Galle","30","26","90","80","Several spells of showers"
"Jaffna","34","26","85","65","A few showers"
"Kandy","27","21","95","65","Showers or thundershowers after 2.00p.m"
"Nuwara-Eliya","18","14","95","85","Showers or thundershowers after 2.00p.m"
"Ratnapura","29","25","95","75","Showers or thundershowers after 2.00p.m"
"Trincomalee","34","25","95","60","Mainly fair"
"Mannar","33","27","90","60","Showers or thundershowers are likely after 2.00p.m"
