"","","","Thissamaharma","High Wind","2023.05.13","1","4","","","","","1","","","","",""
"","","","","High Wind","2023.05.10","1","5","","","","","1","","","","",""
"","","","","Flash flood","","46","180","","","","","45","1","","","",""
"","","","Beliaththa","Cutting failure","2023.05.14","3","12","","","","","2","1","","","",""
"","","හම්බනගතාට","","Landslide","","2","8","","","","","2","","","","",""
"","6","`k;ghe;Njhl;il","","Tree Fallen","2023.05.15","1","2","","","","","1","","","","",""
"","","Hambantota","","","","","","","","","","","","","","",""
"","","","","Flash flood","","41","159","","","","","11","","","","",""
"","","","","Cutting failure","","2","5","","","","","2","","","","",""
"","","","walasmulle","Heavy Rain","","1","2","","","","","1","","","","",""
"","","","","Lightning","","2","8","","","","1","1","","","","",""
"","","","","High Wind","","1","4","","","","","1","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","101","389","0","0","0","1","68","2","0","0","0","0"
"","","","Neluwa","","","10","41","","","","","10","","","","",""
"","","","Nagoda","","","21","62","","","","","","","","","",""
"","","","Baddegama","","","1","5","","","","","1","","","","",""
"","","ගාල්ල","","","","","","","","","","","","","","",""
"","7","","Hikkaduwa","Flood / Heavy Rain","2023.05.14","1","4","","","","","1","","","","",""
"","","fhyp       Galle","","","","","","","","","","","","","","",""
"","","","Karandeniya","","","1","3","","","","","1","","","","",""
"","","","Gonapinuwala","","","1","4","","","","","1","","","","",""
"දකුනු පලාත     njd;","","","Thawalama","","","60","183","","","","","15","","","","",""
"khfhzk;","","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","95","302","0","0","0","0","29","0","0","0","0","0"
"Southern","","","","","","","","","","","","","","","","",""
"","","","Weligama","Tree Fallen","2023.05.13","1","5","","1","","","1","","","","",""
"","","","Kotapola","Flood","","500","2550","","","","1","23","","","","",""
"","","","Kirinda puhulwelle","High wind","","9","42","","","","","7","","","","",""
"","","","Malimboda","High wind","","88","303","","","","","","","","","",""
"","","","Pasgoda","Flood","","73","260","","","1","","23","","","","",""
"","","","Dickwelle","High wind","","5","19","","","","","5","","","","",""
"","","මාතර","Kamburupitiya","Flood","","268","1046","","","","","","","","","",""
"","8","khj;jiw","Mulatiyana","Flood","","434","1625","","","","","13","","","","",""
"","","","","","2023.05.14","","","","","","","","","","","",""
"","","Matara","","","","","","","","","","","","","","",""
"","","","Devinuwara","High wind","","4","20","","","","","4","","","","",""
"","","","Weligama","High wind","","1","5","","","","","1","","","","",""
"","","","Aturaliya","High wind","","974","3747","","","","2","6","","","","",""
"","","","Matara","Flood","","96","425","","","","","","","","","",""
"","","","Pitabeddara","Flood","","473","2128","","","","","","","","","",""
"","","","Akuressa","Flood","","323","1273","","","","","","","","","",""
"","","","Thihagoda","Flood","","141","649","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","3390","14097","0","1","1","3","83","0","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","3586","14788","0","1","1","4","180","2","0","0","0","0"
"","","ගම්පහ      fk;g`h","","","","","","","","","","","","","","",""
"","9","","Dompe","Tree Fallen","2023.05.11","3","14","","6","","","3","","","","",""
"Western","","Gampaha","","","","","","","","","","","","","","",""
"Nky; khfhzk;","","","","","","","","","","","","","","","","",""
"බස්ත්‍රනාහිර පලාත","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","3","14","0","6","0","0","3","0","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","3","14","0","6","0","0","3","0","0","0","0","0"
"","","යාපනය","","","","","","","","","","","","","","",""
"","","","Point pedro","","","1","4","","","","","1","","","","",""
"","10","aho;g;ghzk;","","High wind","2023.05.12","","","","","","","","","","","",""
"උතුරු පලාත tl","","","Jaffna","","","1","2","","","","","1","","","","",""
"","","Jaffna","","","","","","","","","","","","","","",""
"khfhzk;  Northen","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","2","6","0","0","0","0","2","0","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","2","6","0","0","0","0","2","0","0","0","0","0"
"","මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","","","3640","14986","0","7","1","4","221","2","0","0","0","0"
"","","","","","","","","ආපදා කළමනාකරණ මධ්‍යස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
