"","Weather Forecast for Main Cities","","","","9-Jun-2024"
"","","Temperature (0C)","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","32","25","90","70","A few showers"
"Batticaloa","33","27","90","60","Showers or thundershowers are likely after 2.00p.m"
"Colombo","31","25","95","75","Several spells of showers"
"Galle","30","26","95","80","Several spells of showers"
"Jaffna","31","28","90","80","A few showers"
"Kandy","29","23","95","75","Several spells of showers"
"Nuwara-Eliya","23","16","95","70","Several spells of showers"
"Ratnapura","32","24","95","80","Showers at times"
"Trincomalee","33","26","90","70","Mainly fair"
"Mannar","30","26","90","75","Several spells of light showers"
