"","","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd","","","","","","බලපෑමට ලක්වු","","","","න්ූ","","",""
"","","","","","","","වල සිටින / In","","","","","පුද්ගලයි","","","",""
"","","ආරම්භක දිනය","","","","","","","","","","","පුද්ගලයි","","",""
"","","","miktplk; Safe Location","","","","","","ghjpf;fg;gl;l Affected","","","න්","","","",""
"පළාත","ආපදාව","mdu;j;jk;","","","","","relatives' homes","","","","මිය යෑම්","","න්","","",""
"","","","","","","","","","","","","fhaki","","","",""
"khfhzk; 
#","mdHj;jk;","Muk;gpj;j jpfjp","","","","","","","","","kuzq;fs;","","fhzhk","","",""
"","","ආරක්ිත","","","","","","","","","","le;NjhH","","","",""
"Province","Disaster","Date of","","","","","","","","","Deaths","","y;NghNd","","",""
"","","ස්ත්‍
රථාන","","පවුේ","","","පවුේ","","","","","","","","",""
"","","commenced","","","","","","","පවුේ","","","","hH","පූර්ණ","අර්ධ හානි",""
"","ප්‍රා.ලේ. ලකා","ස්ත්‍ංඛ්‍යාව","","ස්ත්‍ංඛ්‍යාව","","පුද්ගලයින්","ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්","","පුද්ගලයින්","","Injured","","","","සුළු හානි/"
"","දිස්ත්‍රික්කය","","","","","","","","ස්ත්‍ංඛ්‍යාව","","","","Missing","හානි","gFjpas",""
"","gpuNjr nra.gp      DS","","vz;zpf;if","FLk;gq;f","","egHfs;","FLk;gq;f","egHfs;","","egHfs;","","People","","","","Minor"
"","மாவட்டம் District","","","","","","","","FLk;gq;fs;","","","","People","KOik","T",""
"","Division","","No. of","s;","","Persons","s;","Persons","","People","","","","","","damage"
"","","","","","","","","","Families","","","","","Fully","Partially",""
"","","Safety","","Families","","","Families","","","","","","","","",""
"","","","Locations","","","","","","","","","","","","",""
"","Palmadulla","","2","","7","31","","","","","","","","","",""
"","Ayagama","","","","","","1","4","","","","","","","",""
"","Rathnapura","","1","","3","11","","","","","","","","","",""
"","Kahawatta
Flood and 
රත්නපුර ,uj;jpdGhp","","","","","","3","12","","","","","","","",""
"1","","2020.05.27","","","","","","","","","","","","","",""
"Rathnapura","Landslide
Elapatha","","","","","","2","5","","","","","","","",""
"","Balangoda","","2","","17","73","","","","","","","","","",""
"සබරගමුෙ පලාත","","","","","","","","","","","","","","","",""
"rg;ufKt","Kolonna","","","","","","1","4","","","","","","","",""
"Sabaragamuwa","Kuruvita","","","","","","10","36","","","","","","","",""
"","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","5","","27","115","17","61","0","0","0","0","0","0","0","0"
"කෑගල්ල","","","","","","","","","","","","","","","",""
"2","Galigamuwa
High Wind","2020.05.27","","","","","","","1","5","","","","","1",""
"","Nffhiy   Kegalle","","","","","","","","","","","","","","",""
"","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","0","","0","0","0","0","1","5","0","0","0","0","1","0"
"","පළාත් ඵකතුෙ khfhz $l;Lj;njhif  Province Total","","5","","27","115","17","61","1","5","0","0","0","0","1","0"
"බදුල්ල","","","","","","","","","","","","","","","",""
"3
ඌෙ Cth","Welimada
High Wind","2020.05.27","","","","","","","1","5","","","","","1",""
"","gJs;is   Badulla","","","","","","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","","","","",""
"Uva","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","0","","0","0","0","0","1","5","0","0","0","0","1","0"
"","පළාත් ඵකතුෙ khfhz $l;Lj;njhif  Province Total","","0","","0","0","0","0","1","5","0","0","0","0","1","0"
"වකාළඹ","Seetawaka
High Wind","","","","","","","","72","237","","","","","72",""
"4","","2020.05.27","","","","","","","","","","","","","",""
"","nfhOk;G Colombo
Padukka
Flood","","1","","13","48","","","89","359","","","","","",""
"","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","1","","13","48","0","0","161","596","0","0","0","0","72","0"
"","Gampaha","","","","","","","","63","263","","","","","63",""
"Western","Jaela","","","","","","","","4","13","","","","","4",""
"Nky; khfhzk;","","","","","","","","","","","","","","","",""
"ගම්පහ","Attanagalla
High Wind","","","","","","","","5","27","","","","","5",""
"5
බස්නාහිර පලාත","","2020.05.27","","","","","","","","","","","","","",""
"","/Lightning
fk;g`h Gampaha
Meerigama","","","","","","","","5","19","","","","","5",""
"","Biyagama","","","","","","","","2","9","","","","","2",""
"","Mahara","","","","","","","","3","13","","","","","3",""
"","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","0","","0","0","0","0","82","344","0","0","0","0","82","0"
"","පළාත් ඵකතුෙ khfhz $l;Lj;njhif  Province Total","","1","","13","48","0","0","243","940","0","0","0","0","154","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","6","","40","163","17","61","245","950","0","0","0","0","156","0"
