"","Weather Forecast for Main Cities","","","","9-Jan-2024"
"","","Temperature (0C)","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","28","24","95","75","Several spells of showers"
"Batticaloa","28","24","95","75","Showers or thundershowers at times"
"Colombo","29","24","95","70","Showers or thundershowers after 2.00p.m"
"Galle","29","24","95","75","Showers or thundershowers at times"
"Jaffna","28","24","95","80","Several spells of showers"
"Kandy","26","22","95","80","Showers or thundershowers at times"
"Nuwara-Eliya","16","14","95","80","Showers or thundershowers at times"
"Ratnapura","28","23","95","75","Showers or thundershowers after 2.00p.m"
"Trincomalee","28","24","95","85","Showers or thundershowers at times"
"Mannar","29","24","95","80","Several spells of showers"
