"ගාල්ල","","","","","","","","","","","","","",""
"fhy        
4
Niyagama","Fire","2023.06.13","1","5","","","","","1","","","","",""
"දකුනු පලාත","","","","","","","","","","","","","",""
"Galle","","","","","","","","","","","","","",""
"njd; khfhzk;","","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total
Southern","","","1","5","0","0","0","0","1","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","1","5","0","0","0","0","1","0","0","0","0","0"
"කුරුනෑගල 
Pannala","","","2","6","","","","","2","","","","",""
"","Heavy Rain & High","","","","","","","","","","","","",""
"5
FUdhfy;","","2023.06.12","","","","","","","","","","","",""
"වයඹ පලාත","Wind","","","","","","","","","","","","",""
"Mawathagama
Kurunegala","","","1","3","","","","","1","","","","",""
"tlNky; khfhzk;","","","","","","","","","","","","","",""
"North Western
දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","3","9","0","0","0","0","3","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","3","9","0","0","0","0","3","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","151","579","0","2","0","0","118","1","0","0","0","0"
"","","","","","ආපදා කළමනාකරණ මධ්‍යස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
