"","மாவட்டம் District","","","","","","","","KOik","","","","","","","",""
"","","","","Families","People","","","","","Partially","சேதங்கள்; Small,","","Damages to","","f   No.","s;","Persons"
"","Division","","","","","","","","Fully","","","","","","","",""
"","","","","","","","","","","","Medium,","","critical","","of Safety","Families",""
"","","","","","","","","","","","Enterprises","","Infrastructure","","Locations","",""
"","","","","","","","","","","","Damages","","","","","",""
"","කළුතර","","","","","","","","","","","","","","","",""
"","1
Kalutara
fSj;Jiw","High Wind","2023.06.11","8","27","","","","","8","","1","","","","",""
"Western","","","","","","","","","","","","","","","","",""
"","Kalutara","","","","","","","","","","","","","","","",""
"Nky; khfhzk;","","","","","","","","","","","","","","","","",""
"බස්ත්‍රනාහිර පලාත","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","8","27","0","0","0","0","8","","1","","0","0","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","8","27","0","0","0","0","8","","1","","0","0","0","0"
"","Weligepola","Heavy Rain & Wind","2023.06.12","1","3","","","","","1","","","","","","",""
"","","Lightning","2023.06.12","1","1","","","","","1","","","","","","",""
"","","High Wind","2023.06.12","1","3","","","","","1","","","","","","",""
"","Kuruwita","","","","","","","","","","","","","","","",""
"","","Cutting Faliure","2023.06.12","1","4","","1","","","1","","","","","","",""
"","","Flood","2023.06.12","8","29","","","","","1","","","","","","",""
"","Elapatha","Flood","2023.06.12","24","89","","","","","","","","","","","",""
"","Balangoda","High Wind","2023.06.12","1","4","","","","","1","","","","","","",""
"","Kiriella","High Wind","2023.06.12","1","5","","","","","1","","","","","","",""
"","රත්නපුර","","","","","","","","","","","","","","","",""
"","2
,uj;jpdGhp  
Pelmadulla","High Wind","2023.06.12","4","21","","","","","4","","","","","","",""
"","Rathnapura","","","","","","","","","","","","","","","",""
"","Eheliyagoda","High Wind & Rain","2023.06.12","3","11","","1","","","3","","","","","","",""
"","","Flood","2023.06.12","6","21","","","","","5","","","","","","",""
"","","Cutting Faliure","2023.06.12","8","33","","","","","6","","","","","","",""
"","Nivithigala","","","","","","","","","","","","","","","",""
"","","Tree Fallen","2026.06.12","1","4","","","","","1","","","","","","",""
"","","Wall Collapase","2023.06.12","1","7","","","","","1","","","","","","",""
"","Kahawatta","Cutting Faliure","2023.06.13","1","3","","","","","1","","","","","","",""
"ස්ත්‍බරගමුව පලාත","","","","","","","","","","","","","","","","",""
"rg;ufKt","Rathnapura","Cutting Faliure","2023.06.13","1","2","","","","","1","","","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","","","",""
"","","Heavy Rain","2023.06.13","1","2","","","","","1","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","64","242","0","2","0","0","30","","0","","0","0","0","0"
"","","Lightning","","1","3","","","","","1","","","","","","",""
"","Dehiovita","","2023.06.12","","","","","","","","","","","","","",""
"","","Flood","","4","17","","","","","4","","","","","","",""
"","","Tree Fallen","","1","5","","","","","1","","","","","","",""
"","Yatiyantota","","2023.06.12","","","","","","","","","","","","","",""
"","","Cutting Faliure","","2","8","","","","","2","","","","","","",""
"","","Flood","","29","119","","","","","29","","","","","","",""
"","කෑගල්ල","","","","","","","","","","","","","","","",""
"","Nffhiy      
3","Cutting Faliure","","31","120","","","","","31","","","","","","",""
"","Deraniyagala
Kegalle","","2023.06.12","","","","","","","","","","","","","",""
"","","Tree Fallen","","2","8","","","","","2","","","","","","",""
"","","Lightning","","1","3","","","","","1","","","","","","",""
"","Ruwanwella","Lightning","2023.06.12","1","3","","","","","1","","","","","","",""
"","","","2023.06.12","1","3","","","","","1","","","","","","",""
"","Kegalle","Tree Fallen","","","","","","","","","","","","","","",""
"","","","2023.06.13","2","7","","","","","3","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","75","296","0","0","0","0","76","","0","","0","0","0","0"
