"මන්නාරම","30","24","90","60","ප්‍රධාන වශයයන් වැසි රහිත",""
"","பிரதான நகரங்களுக்கான வானிலை முன்னறிவித்தல்","","","","",""
"","வவப்பநிலை (0C)","","சாரீரப்பதன் (%)","","",""
"நகரம்","","","","","","வானிலை"
"","உச்ச","குலைந்த","உச்ச","குலைந்த","",""
"அனுராதபுரம்","31","21","95","55","பிரதானமாக சீரான வானிலை",""
"மட்டக்களப்பு","29","23","90","70","பிரதானமாக சீரான வானிலை",""
"வகாழும்பு","33","23","85","50","பிரதானமாக சீரான வானிலை",""
"காலி","29","24","85","60","பிரதானமாக சீரான வானிலை",""
"யாழ்ப்பாணம்","30","20","85","60","பிரதானமாக சீரான வானிலை",""
"கண்டி","30","17","90","55","பிரதானமாக சீரான வானிலை",""
"நுவவரலியா","17","8","80","50","பிரதானமாக சீரான வானிலை",""
"இரத்தினபுரி","36","19","90","45","பிரதானமாக சீரான வானிலை",""
"திருககாணமலை","30","21","85","60","பிரதானமாக சீரான வானிலை",""
"மன்னார்","30","24","90","60","பிரதானமாக சீரான வானிலை",""
