"","දදනික තත්ත්ව වාර්තාව- ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date 21st September 2025 at 0900hrs","","","","","","","","","","","","",""
"","","","","","","","","","නිවාස්ත්‍ හානි","","","","",""
"","පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு","","","","බලපෑමට ලක්වු","","","","","ලවනත් හානි பிற பாதிப்புகள்","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd miktplk;","",""
"","","","","","","","","","Nrjkile;j tPLfs;","","","","",""
"","Administrative purview","","","","ghjpf;fg;gl;l    Affected","","","","","","Other Damages","","Safe Location",""
"","","","","","","","තුවාලවු","","Houses Damaged","","","","",""
"","","","ආරම්භක දිනය","","","","","","","","","","",""
"","","","","","","","පුද්ගලයින්","අතුරුදහන්වූ","","","","","",""
"","","","mdu;j;jk;","","","මිය යෑම්","","පුද්ගලයින්","","කුඩා හා මධය","","","","ලවනත් කරුණු"
"","","ආපදාව","","","","","","","","","ඉතා වැදගත් යටිතල","","",""
"පළාත khfhzk;","","","Muk;gpj;j","","","kuzq;f","fhaki","fhzhky;","","පරිමාණ වයාපාරික","","","","NtW"
"","","","","","","","","","","","","ආරක්ිත","",""
"#","","mdHj;jk","","","","","","","","","පහසුකම් වලට වූ","","",""
"","ප්‍රා.ලේ. ලකා","","jpfjp","","","s;","le;NjhH","NghNdhH","","ස්ත්‍
රථාන சிறிய,","","","","Fwpg;Gf;fs;"
"Province
දිස්ත්‍රික්කය","","","","","","","","","","","","ස්ත්‍
රථාන  ස්ත්‍ංඛ්‍යාව","",""
"","","Disaster","","පවුේ ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්","Deaths","","Missing","පූර්ණ හානි 
අර්ධ හානි","நடுத்தர,","හානි mbg;gilf;","","පවුේ ස්ත්‍ංඛ්‍යාව","පුද්ගලයින් 
Remarks"
"","gpuNjr","","Date of","","","","","","","","","vz;zpf;if","",""
"மாவட்டம்","","","","FLk;gq;fs;","egHfs;","","","","gFjpasT
KOik","நிறுவனங்களின்","fl;likg;Gf;fs;","","FLk;gq;fs;","egHfs;"
"","","","","","","","Injured","People","","","","","",""
"","nra.gp","","","","","","","","","","","No. of","",""
"","","","commenced","Families","People","","","","Partially
Fully","சேதங்கள்; Small,","Damages to","","Families","Persons"
"District","","","","","","","People","","","","","Safety","",""
"","DS Division","","","","","","","","","Medium,","critical","","",""
"","","","","","","","","","","","","Locations","",""
"","","","","","","","","","","Enterprises","","","",""
"","","","","","","","","","","","Infrastructure","","",""
"","","","","","","","","","","Damages","","","",""
"Nil","Nil","Nil","Nil","Nil","Nil","Nil","Nil","Nil","Nil
Nil","Nil","Nil","Nil","Nil","Nil"
"Nil","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","0","0","0","0","0","0
0","0","0","0","0","0"
