"","","","","","","","","","","","නිවාස්ත්‍ හානි","","","","","","","",""
"","","","","","බලපෑමට ලක්වු","","","","","","","","","","","","","",""
"","","පරිපාලන ප්‍රලද්ශය நிர்வாகப்  பிரிவு","","","","","","","","","Nrjkile;j","","","ලවනත් හානි பிற பாதிப்புகள்","","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd","",""
"","","","","","ghjpf;fg;gl;l","","","","","","","","","","","","","",""
"","","Administrative purview","","","","","","","","","tPLfs; Houses","","","Other Damages","","","miktplk; Safe Location","",""
"","","","","","Affected","","","","තුවාලවු","අතුරුදහ","","","","","","","","",""
"","","","","","","","","","","","Damaged","","","","","","","",""
"","","","","ආරම්භක දිනය","","","","","පුද්ගලයින්","න්වූ","","","","","","","","",""
"","","","","mdu;j;jk;","","","මිය යෑම්","","","පුද්ගලයින්","","","","","","","","",""
"පළාත","","","ආපදාව","","","","","","","","","","කුඩා හා මධය","","","","","",""
"","","","","","","","kuzq;f","","fhakil","fhzhky;","","","","","","","","","ලවනත් කරුණු"
"khfhzk;","#","","mdHj;jk","Muk;gpj;j jpfjp","","","","","","","","","පරිමාණ වයාපාරික","","","","","",""
"","","","","","","","s;","","e;NjhH","NghNdhH","","","","","ඉතා වැදගත් යටිතල","ආරක්ිත","","","NtW Fwpg;Gf;fs; Remarks"
"Province","","","","","","","","","","","","","","","","","","",""
"","","","Disaster","Date of","","","Deaths","","","","","","ස්ත්‍
රථාන சிறிய,","","පහසුකම් වලට වූ","ස්ත්‍
රථාන","පවුේ","",""
"","","","","","පවුේ","","","","","","පූර්ණ","අර්ධ හානි","நடுத்தர,","","","","","",""
"","දිස්ත්‍රික්කය","ප්‍රා.ලේ. ලකා","","commenced","","පුද්ගලයින්","","","Injured","Missing","","","","","හානි mbg;gilf;","ස්ත්‍ංඛ්‍යාව","ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්",""
"","","","","","ස්ත්‍ංඛ්‍යාව","","","","","","හානි","gFjpas","நிறுவனங் க","","","","","",""
"","மாவட்டம்","gpuNjr nra.gp","","","","egHfs;","","","People","People","","","","","fl;likg;Gf;fs;","vz;zpf;i","FLk;gq;f","egHfs;",""
"","","","","","FLk;gq;fs;","","","","","","KOik","T","ளின்","","","","","",""
"","","","","","","People","","","","","","","","","Damages to","f   No.","s;","Persons",""
"","District","DS Division","","","Families","","","","","","Fully","Partially","சேதங் கள்","","","","","",""
"","","","","","","","","","","","","","","","critical","of Safety","Families","",""
"","","","","","","","","","","","","","Small, Medium,","","","","","",""
"","","","","","","","","","","","","","","","Infrastructure","Locations","","",""
"","","","","","","","","","","","","","Enterprises","","","","","",""
"","","","","","","","","","","","","","Damages","","","","","",""
"","","Elapatha","High wind","2021.09.27","9","34","","","","","","9","","","","","","",""
"","","Godakawela","High wind","2021.09.27","3","12","","","","","","3","","","","","","",""
"","","Pelmadulla","High wind","2021.09.26","5","27","","","","","","5","","","","","","",""
"","","Ehalyagoda","High wind","2021.09.27","3","9","","","","","","3","","","","","","",""
"","රත්නපුර","","","","","","","","","","","","","","","","","",""
"",",uj;jpdGhp 
1","Kalawna","High wind","2021.09.27","1","3","","","","","","1","","","","","","",""
"","Rathnapura","","","","","","","","","","","","","","","","","",""
"","","Kiriella","High wind","2021.09.27","1","1","","","","","","1","","","","","","",""
"","","Kolonna","High wind","2021.09.27","1","2","","","","","","1","","","","","","",""
"","","Kahawatta","High wind","2021.09.27","2","5","","","","","","2","","","","","","",""
"","","Imbulpe","High wind","2021.09.26","1","3","","","","","","1","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","26","96","","0","0","0","0","26","","0","0","0","0","0",""
"","","Dehiowita","Cutting Failure","2021.09.25","1","4","","","","","","1","","","","","","",""
"ස්ත්‍බරගමුව පලාත","","","","","","","","","","","","","","","","","","",""
"rg;ufKt","","","Cutting Failure","2021.09.26","2","9","","","","","","2","","","","","","",""
"","","Deraniyagala","","","","","","","","","","","","","","","","",""
"Sabaragamuw","","","Cutting Failure/ High wind","2021.09.28","2","9","","","","","","2","","","","","","",""
"a","","","","","","","","","","","","","","","","","","",""
"","","Aranayaka","High wind","2021.09.26","2","15","","","","","","2","","","","","","",""
"","","","High wind","2021.09.25","1","4","","","","","1","","","","","","","",""
"","","Kegalla","","","","","","","","","","","","","","","","",""
"","","","High wind","2021.09.28","3","13","","","","","3","","","","","","","",""
"","2 කෑගල්ල","","","","","","","","","","","","","","","","","",""
"","Nffhiy  Kegalle","","Cutting Failure","2021.09.26","6","27","","","","","","1","","","","","","",""
"","","Warakapola","","","","","","","","","","","","","","","","",""
"","","","High wind","2021.09.27","3","13","","","","","","3","","","","","","",""
"","","Bulathkohupitiya","High wind","2021.09.28","2","8","","","","","","2","","","","","","",""
"","","Yatiyantota","Cutting Failure","2021.09.26","2","8","","","","","","2","","","","","","",""
"","","Galigamuwa","High wind","2021.09.28","7","23","","","","","","7","","","","","","",""
"","","Mawanella","Cutting Failure","2021.09.26","2","7","","","","","","2","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","33","140","","0","0","0","4","24","","0","0","0","0","0",""
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","59","236","","0","0","0","4","50","","0","0","0","0","0",""
"","","Kahatagasdigiliya","","2021.09.21","6","28","","","","","","6","","","","","","",""
"","","Galenbidunuwewa","","2021.09.25","5","17","","","","","","4","","","","","","",""
"","","Palugaswewa","","2021.09.25","9","37","","","","","","8","","1","","","","",""
"","","","Heavy Rain / Hgh","","","","","","","","","","","","","","","",""
"","","","","2021.09.02","1","4","","","","","","1","","","","","","",""
"","","Horowupathana","Wind","","","","","","","","","","","","","","","",""
"","අනුරාධපුර    m.Guk","","","2021.09.27","1","4","","","","","","1","","","","","","",""
"","3","","","","","","","","","","","","","","","","","",""
"උතුරුමැද පලාත","Anuradhapura","","","","","","","","","","","","","","","","","",""
"","","Medawachchiya","","2021.09.02","1","3","","","","","","1","","","","","","",""
"tlkj;jpa","","","","","","","","","","","","","","","","","","",""
"khfhzk","","Nachchaduwa","","2021.08.29","2","7","","","","","","2","","","","","","",""
"North Central","","Padawiya","Hgh Wind","2021.09.27","1","1","","","","","","1","","","","","","",""
