"","Galewela","Heavy Rain","2023.12.29/30/31","5","14","","","","","5","","","","",""
"","","Heavy Rain","2023.12.29","1","4","","","","","1","","","","",""
"","Ukuwela","","","","","","","","","","","","","",""
"","","Heavy Rain","2024.01.01","3","11","","","","","2","","","","",""
"ධ්‍ය  පලාත","","Heavy Rain","2023.12.27 to 31","22","61","","","","","22","","","","",""
"","Raththota","","","","","","","","","","","","","",""
"kj;jpa khfhzk;","","Heavy Rain","2024.01.01","1","4","","","","","1","","","","",""
"Central","","","","","","","","","","","","","","",""
"ාතමල්","Abangangakorale","Cutting Faliure","2023.12.28/31","6","13","","","","","6","","","","",""
"9","","","","","","","","","","","","","","",""
"","khj;jis  Matale
Naula","Heavy Rain","2023.12.22","1","4","","","","","1","","","","",""
"","Yatawaththa","Heavy Rain","2023.12.31","1","6","","","","","1","","","","",""
"","Matale","Cutting Faliure","2024.01.01","5","21","","","","","5","","","","",""
"","Wilgamuwa","Flood","2024.01.01","13","51","","","","","","","","1","13","51 Sailabimbaramaya Temple"
"","","Landslide Risk","2024.01.01","51","134","","","","","","","","1","51","134 Atanwala"
"","Laggala pallegama","","","","","","","","","","","","","",""
"","","Heavy Rain","2023.12.31","8","19","","","","","6","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","117","342","0","0","0","0","50","0","0","2","64","185"
"","Medadumbara","Cutting Faliure","2023.12.31/2024.01.01","38","138","","","","","38","","","","",""
"","Ududumbara","Heavy Rain","2023.12.31/2024.01.01","68","252","","","","4","9","","","","",""
"","","","2023.12.28 to","","","","","","","","","","","",""
"","Minipe","Heavy Rain","","37","140","1","","","","37","","","1","2","7"
"","","","2024.01.01","","","","","","","","","","","",""
"","GagawataKoralaya","Heavy Rain / Wind","2023.12.31","9","35","","","","","9","","","","",""
"","Yatinuwara","Heavy Rain","2023.12.28","1","4","","","","","1","","","","",""
"","Panwila","Heavy Rain / Wind","2023.12.29 to 31","9","27","","","","","9","","","","",""
"නුවර","","","","","","","","","","","","","","",""
"","GagaIhalaKoralaya","Heavy Rain","2023.12.25/24","4","17","","","","","4","","","","",""
"fz;b      
10","","","","","","","","","","","","","","",""
"ධ්‍ය  පලාත","","","","","","","","","","","","","","",""
"Kandy","Pathahewaheta","Heavy Rain","2023.12.31","38","150","","","","","9","1","","1","10","51"
"kj;jpa khfhzk;","","","","","","","","","","","","","","",""
"Central","Deltota","Heavy Rain","2023.12.30","7","25","","","","","7","","","","",""
"","Doluwa","High Wind","2023.12.30","2","7","","","","","2","","","","",""
"","Kundasale","Cutting Faliure","2023.12.31","5","29","","","","","5","","","","",""
"","Udunuwara","Heavy Rain / Wind","2023.12.30","5","25","","","","","5","","","","",""
"","Pathadumbara","Heavy Rain","2023.12.28","1","2","","","","","1","","","","",""
"","Pasbagekoralaya","High Wind","2023.12.28","2","10","","","","","2","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","226","861","1","0","0","4","138","1","0","2","12","58"
"","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","404","1416","1","0","0","4","233","2","0","6","96","304"
"","Mundalama","","","81","315","","","","","1","","","","",""
"පුත්තල","Anamaduwa","","","1","4","","","","","1","","","","",""
"12","","Heavy Rain / Flood","2024.01.01","","","","","","","","","","","",""
"","Gj;jsk;  Puttalam
Nawagaththegama","","","2","7","","","","","2","","","","",""
"","Pallama","","","1","1","","","","","1","","","","",""
"වයඹ පලාත","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","85","327","0","0","0","0","5","0","0","0","0","0"
"tlNky; khfhzk;","","","","","","","","","","","","","","",""
"","Paduwasnuwara West","Heavy Rain","2024.01.01","1","6","","","","","1","","","","",""
"කුරුනෑගල 
North Western","","","","","","","","","","","","","","",""
"13
FUdhfy;","Mahawa","Heavy Rain / Wind","2023.12.31","3","7","","","","","3","","","","",""
"Kurunegala","","","","","","","","","","","","","","",""
"","Polpithigama","Heavy Rain / Wind","2024.01.01","2","5","","","","","2","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","6","18","0","0","0","0","6","0","0","0","0","0"
