"","","","kotte","","2018.05.22","43","157","","","","","43","","","","","",""
"","","","Dehiwala","","","1","3","","","","","","","","","","",""
"","","","Thimbirigasyaya","","","230","904","","","","","","","","","","",""
"","","","Padukka","","","3","13","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","5351","20983","1","0","0","1","2270","15","0","4","17","69",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","","6939","27151","8","0","1","14","2498","20","0","6","35","118",""
"","","","Kuliyapitiya West","","","581","2038","","","","6","76","84","","","","",""
"","","","Narammala","","","171","579","1","","","4","1","","","","","",""
"","","","Udubaddawa","","","695","2121","","3","","4","32","","","","","",""
"","","","Pannala","","","991","3580","0","","","11","104","","","","","",""
"","","","Rasnayakapura","","","140","539","","","","4","10","","","","","",""
"","","","Polgahawela","","2018.05.20","67","222","","","","5","20","","","","","",""
"","","","Kotawehera","","","3","11","","","","","1","2","","","","",""
