"","Weather Forecast for Main Cities","","","","7-Jan-2024"
"","","Temperature (0C)","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","32","24","95","70","Showers or thundershowers after 2.00p.m"
"Batticaloa","31","26","95","80","Several spells of showers"
"Colombo","30","25","90","70","Showers or thundershowers after 2.00p.m"
"Galle","29","25","95","80","Showers or thundershowers after 2.00p.m"
"Jaffna","31","24","95","75","Several spells of showers"
"Kandy","30","21","90","65","Showers or thundershowers are likely after 2.00p.m"
"Nuwara-Eliya","21","13","90","70","Showers or thundershowers after 2.00p.m"
"Ratnapura","32","23","90","70","Showers or thundershowers after 2.00p.m"
"Trincomalee","31","25","95","80","Several spells of showers"
"Mannar","31","25","95","70","Showers or thundershowers after 2.00p.m"
