"නගරය","","","","","කාලගුණය"
"","උපරිම","අවම","උපරිම","අවම",""
"අනුරාධපුරය","32","25","95","60","ප්‍රධාන වශයයන් වැසි රහිත"
"මඩකලපුව","30","25","90","65","ප්‍රධාන වශයයන් වැසි රහිත"
"යකාළඹ","32","25","85","60","සවස 2.00න් පසුව වැසි යහෝ ගිගුරුම් සහිත වැසි ඇති  විය හැක"
"ගාල්ල","31","25","90","70","සවස 2.00න් පසුව වැසි යහෝ ගිගුරුම් සහිත වැසි ඇති  විය හැක"
"යාපනය","33","24","95","70","වැසි වාර කිහිපයක්"
"මහනුවර","30","22","95","55","සවස 2.00න් පසුව වැසි යහෝ ගිගුරුම් සහිත වැසි ඇති  විය හැක"
"නුවරඑළිය","22","9","90","60","සවස 2.00න් පසුව වැසි යහෝ ගිගුරුම් සහිත වැසි ඇති  විය හැක"
"රත්නපුරය","34","23","95","60","සවස 2.00න් පසුව වැසි යහෝ ගිගුරුම් සහිත වැසි ඇති  විය හැක"
"ත්‍රිකුණාමලය","30","24","90","75","වැසි වාර කිහිපයක්"
