"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","432","1575","0","0","0","0","3","0","0","5","432","1575"
"","පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","661","2452","0","0","0","3","62","2","5","14","587","2186"
"නැමගනහිර පලොත","","","","","","","","","","","","","","",""
"","Monmunai south & EP","","","31","103","","","","","","","","","",""
"fpof;F     Eastern","","","2019.12.17","","","","","","","","","","","",""
"","ඩකලපුව","","","","","","","","","","","","","",""
"","Porathivu Pattu
3
kl;lf;fsg;G","Flood","","16","50","","","","","2","","","","",""
"","Batticaloa
Manmunai North","","2019.12.18","2","7","","","","1","1","","","","",""
"","Manmunai south west","","2019.12.18","2","7","","","","","2","","","","",""
"","Monmunaipattu","","2019.12.17","1","1","","","","","1","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","52","168","0","0","0","1","6","0","0","0","0","0"
"","5
ත්‍රීකුණො ලය","Flood","","","","","","","","","","","","",""
"","පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","52","168","0","0","0","1","6","0","0","0","0","0"
"","මුලතිව්","","","","","","","","","","","","","",""
"","4
Welioya
Ky;iyj;jPT","High Wind","2019.12.16","1","4","","","","","1","","","","",""
"","Mulaitivu","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","1","4","0","0","0","0","1","0","0","0","0","0"
"උතුරු පලොත","","","","","","","","","","","","","","",""
"tl khfhzk;","යොපනය","","","","","","","","","","","","","",""
"Northen","5
Kopay
aho;g;ghzk;","Flood","2019.12.07","25","94","","","","","1","","","","",""
"","Jaffna","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","25","94","0","0","0","0","1","0","0","0","0","0"
"","පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","26","98","0","0","0","0","2","0","0","0","0","0"
