"","Fire","","1","5","","","","","1","","","","",""
"නුවරඑලිය","","2022.10.19","","","","","","","","","","","",""
"13
Etnuypah Nuwara","","","1","2","","","","","1","","","","",""
"Kothmale
Eliya","Heavy Rain","","","","","","","","","","","","",""
"","","","1","5","","","","","1","","","","",""
"","","2022.10.21","","","","","","","","","","","",""
"","Landslide","","1","2","","","","","1","","","","",""
"","","2022.10.19","2","5","","","","","2","","","","",""
"","Cutting Failure","","","","","","","","","","","","",""
"Ambgamuwa","","2022.10.24","1","6","","","","","","","","","",""
"","Landslide","2022.10.21","3","8","","","","","2","","","","",""
"Walapane","Cutting Failure","2022.10.24","1","7","","","","","1","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","29","126","0","0","0","0","23","0","0","1","1","7"
"පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","53","228","1","0","1","0","47","0","0","1","1","7"
"කුරුනෑෙල","","","","","","","","","","","","","",""
"14
Pannala
FUdhfy; 
වයඹ පලොත","Drowning","2022.10.21","","","1","","","","","","","","",""
"Kurunegala","","","","","","","","","","","","","",""
"tlNky;","","","","","","","","","","","","","",""
"khfhzk;  North","","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","0","0","1","0","0","0","0","0","0","0","0","0"
"Western","","","","","","","","","","","","","",""
"පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","0","0","1","0","0","0","0","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","1933","7689","7","9","1","8","454","11","2","3","15","60"
"","","","","","ආපදො කළමනොකරණ මධ්‍යස්ත්‍රථොනය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
