"","2020.08.09","1","8","","","","","1","","","","",""
"Kundasale","2020.08.04","2","9","","","","","2","","","","",""
"","2020.08.04","1","5","","","","","1","","","","",""
"Minipe","","","","","","","","","","","","",""
"","2020.08.08","1","4","","","","","1","","","","",""
"දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","53","204","0","0","0","1","51","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","68","287","0","1","0","3","58","0","0","0","0","0"
"Moratuwa","","239","961","","8","","","238","3","","","",""
"Padukka","","78","271","","","","","78","","","","",""
"Maharahgama","","22","67","","","","","22","","","","",""
"Dehiwala","","2","7","","","","","2","","","","",""
"කකාළඹ    
Homagama","Heavy Rain & High wind","153","620","","","","","153","","","","",""
"3
nfhOk;G","2020.08.06","","","","","","","","","","","",""
"Thimbirigasyaya
Colombo","","12","35","","","","","12","","","","",""
"Kesbewa","","16","58","","","","","7","","","","",""
"Seethawaka","","133","553","","","","","133","","","","",""
"","","6","24","","","","","6","","","","",""
"Kolonnawa","","","","","","","","","","","","",""
