"","දදනික තත්ත්ව වාර්තාව- ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date 08th October 2025 at 0900hrs","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","නිවාස්ත්‍ හානි","","","","","",""
"","","","පරිපාලන ප්‍රලද්ශය நிர்வாகப்","","","බලපෑමට ලක්වු ghjpf;fg;gl;l","","","","","","","","ලවනත් හානි பிற பாதிப்புகள்","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd miktplk;","",""
"","","","","","","","","","","","Nrjkile;j tPLfs;","","","","","","",""
"","","","பிரிவு Administrative purview","","","Affected","","","","","","","Other Damages","","","Safe Location","",""
"","","","","","","","","","තුවාලවු","","","Houses Damaged","","","","","",""
"","","","","","ආරම්භක දිනය","","","","","","","","","","","","",""
"","","","","","","","","","පුද්ගලයින්","අතුරුදහන්වූ","","","","","","","",""
"","","","","","mdu;j;jk;","","","","","","","","කුඩා හා මධය","","","","","ලවනත් කරුණු"
"","","","","ආපදාව","","","","මිය යෑම්","","පුද්ගලයින්","","","","ඉතා වැදගත්","","","",""
"","","","","","","","","","","","","","පරිමාණ වයාපාරික","","","","",""
"පළාත khfhzk;","","","","","Muk;gpj;j","","","kuzq;f","fhakil","fhzhky;N","","","","යටිතල පහසුකම්","ආරක්ිත","","",""
"","#","","","mdHj;jk","","","","","","","","","ස්ත්‍
රථාන சிறிய,","","","","","NtW"
"","","","","","jpfjp","","","s;","e;NjhH","ghNdhH","","","","","","","",""
"Province","","දිස්ත්‍රික්කය","","","","","","","","","පූර්ණ","","நடுத்தர,","වලට වූ හානි","ස්ත්‍
රථාන  ස්ත්‍ංඛ්‍යාව","","","Fwpg;Gf;fs;"
"","","","ප්‍රා.ලේ. ලකා","Disaster","","පවුේ ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්","Deaths","","Missing","","අර්ධ හානි","","","","පවුේ ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්",""
"","","","","","Date of","","","","","","හානි","","நிறுவனங் க","mbg;gilf;","vz;zpf;if","","","Remarks"
"","","மாவட்டம்","gpuNjr nra.gp","","","FLk;gq;fs;","egHfs;","","Injured","People","","gFjpasT","ளின்","","","FLk;gq;fs;","egHfs;",""
"","","","","","","","","","","","KOik","","","fl;likg;Gf;fs;","No. of","","",""
"","","","","","commenced","Families","People","","","","","Partially","","","","Families","Persons",""
"","","District","DS Division","","","","","","People","","Fully","","சேதங் கள்","Damages to","Safety","","",""
"","","","","","","","","","","","","","Small, Medium,","critical","Locations","","",""
"","","","","","","","","","","","","","Enterprises","Infrastructure","","","",""
"","","","","","","","","","","","","","Damages","","","","",""
"","","කළුතර","Beruwala","Lightning","2025.10.06","1","5","1","","","","","","","","","",""
"","1","fSj;Jiw","","","","","","","","","","","","","","","",""
"බස්නාහිර පලාත","","","","","","","","","","","","","","","","","",""
"","","Kalutara","Walallawita","Lightning","2025.10.07","1","4","","","","","1","","1","","","",""
"Nky; khfhzk;","","","","","","","","","","","","","","","","","",""
