"Western","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","2","9","1","0","0","0","1","0","1","0","0","0",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","2","9","1","0","0","0","1","0","1","0","0","0",""
"","","","Badalkumbura","","","6","20","","","","","6","","","","","",""
"","","වමානරාගල","Monaragala","","","1","3","","","","","1","","","","","",""
"","2","nkhdwhfiy","","Tree Falling","2025.10.04-06","","","","","","","","","","","","",""
"ඌෙ","","","Madulla","","","2","7","","","","","2","","","","","",""
"","","Moneragala","","","","","","","","","","","","","","","",""
"Cth khfhzk;","","","","","","","","","","","","","","","","","",""
"Uva","","","Medagama","","","17","61","","","","","17","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","26","91","0","0","0","0","26","0","0","0","0","0",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","26","91","0","0","0","0","26","0","0","0","0","0",""
"","","","","Tree Falling","2025.10.04/05","3","13","","","","","3","","","","","",""
"","","","Dehiowita","","","","","","","","","","","","","","",""
"","","","","Lightning","2025.10.04","1","2","","","","","1","","","","","",""
"","","කෑගල්ල","","","","","","","","","","","","","","","",""
"සබරගමුෙ පලාත","3","Nffhiy","","Tree Falling","","","","","","","","","","","","","",""
"","","","Mawanella","","2025.10.04","3","17","","","","","3","","","","","",""
"rg;ufKt","","Kegalle","","","","","","","","","","","","","","","",""
"","","","Kegalle","Tree Falling","2025.10.04","1","2","","","","","1","","","","","",""
"khfhzk","","","","","","","","","","","","","","","","","",""
"Sabaragamuwa","","","Yatiyantota","High Wind","2025.10.05","2","8","","","","","2","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","10","42","0","0","0","0","10","0","0","0","0","0",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","10","42","0","0","0","0","10","0","0","0","0","0",""
"","","","Chankanai","High Wind","2025.10.04","1","4","","","","","1","","","","","",""
"","","යාපනය","","","","","","","","","","","","","","","",""
"","4","aho;g;ghzk;","Velanai","High Wind","2025.10.04","2","10","","","","","2","","","","","",""
"","","Jaffna","","","","","","","","","","","","","","","",""
"","","","Sandilipay","High Wind","2025.10.04","1","3","","","","","1","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","4","17","0","0","0","0","4","0","0","0","0","0",""
"","","","","","2025.10.03","1","1","","1","","","1","","","","","",""
"","","","Vavuniya","","2025.10.06","1","2","","","","","1","","","","","",""
"උතුරු පලාත tl","","","","","","","","","","","","","","","","","",""
"","","","","","2025.10.06","2","7","","","","","2","","","","","",""
"khfhzk; Northen ;","","ෙව්නියාෙ","","","","","","","","","","","","","","","",""
"","5","tTdpah","","High Wind","2025.10.04","1","3","","","","","1","","","","","",""
"","","Vavuniya","Vengala","","","","","","","","","","","","","","",""
"","","","","","","1","4","","","","","1","","","","","",""
"","","","Chddikulam","","2025.10.06","","","","","","","","","","","","",""
"","","","","","","1","5","","","","","1","","","","","",""
"","","","Vavuniya South","","2025.10.06","8","32","","","","","8","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","15","54","0","1","0","0","15","0","0","0","0","0",""
