"","","","","","","","","","","","","","","","","Eldanwatta Kovil,"
"","","","","","","","","","","","","","","","","Panmoon Tamil"
"","","","","","","","","","","","","","","","","School, Otary Factory,"
"","","Ambagamuwa","Landslide Risk","","128","573","","1","","","19","","","6","34","Kudaoya Buddhist 
172"
"","","","","","","","","","","","","","","","","Centre, Gastin &"
"","","","","","","","","","","","","","","","","Clevoton Child"
"","","","","","","","","","","","","","","","","Protection Centre"
"","","","","2018.08.13","","","","","","","","","","","",""
"","නුවරඑලිය","","","","","","","","","","","","","","","Algian Tamil School,"
"14","Etnuypah","","","","","","","","","","","","","","","Perakumpura Primary"
"","Nuwara Eliya","","","","","","","","","","","","","","","School, Kalsiwatta"
"","","Nuwara Eliya","Landslide Risk","","179","776","","2","","7","97","","","6","65","274"
"","","","","","","","","","","","","","","","","Factory, Tonifield"
"","","","","","","","","","","","","","","","","School, Maussaella"
"","","","","","","","","","","","","","","","","Community Hall"
"","","Haguranketha","","","6","19","","","","","","","","","",""
"","","","High Wind","","","","","","","","","","","","",""
"","","Walapane","","2018.08.16","2","7","","","","","2","","","","",""
"මධයම පලාත","","","","","","","","","","","","","","","",""
"kj;jpa","","Kotmale","Landslide Risk","","42","185","","1","","","36","","","1","4","15 Wewahena Buddhist"
"","","","","","","","","","","","","","","","","Centre"
"khfhzk;","","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","357","1560","0","4","0","7","154","0","0","13","103","461"
"Centra","","","","","","","","","","","","","","","",""
"","","Lagala Pallegama","","","24","78","","","","","24","","","","",""
"","","Matale","","","16","72","","","","","16","","","","",""
"","","Pallepola","","","10","35","","2","","","10","","","","",""
"","","Yatawatta","","","6","17","","","","","6","","","","",""
"","මාතනල්","","","","","","","","","","","","","","",""
"","","Galewela","","","3","12","","","","","2","1","","","",""
"15","khj;jis","","High Wind","2018.08.14 /15/16","","","","","","","","","","","",""
"","","Raththota","","","8","24","","","","","8","","","","",""
"","Matale","","","","","","","","","","","","","","",""
"","","Ambangagakorale","","","2","6","","","","","2","","","","",""
"","","Naula","","","6","20","","","","","6","","","","",""
"","","Ukuwela","","","3","11","","","","","3","","","","",""
"","","Dambulla","","","3","11","","","","","3","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","81","286","0","2","0","0","80","1","0","0","0","0"
