"Habaraduwa","High Wind","2024.08.16","1","4","","","","","1","","","","",""
"Hikkaduwa","Highwind","2024.08.18","1","4","","","","","1","","","","",""
"Thawalama","Tree Falling","2024.08.18","1","4","","","","","1","","","","",""
"ගොල්ල             fhyp 
Imaduwa","Heavy Rain","2024.08.19","1","5","","","","","4","","","","",""
"5","","","","","","","","","","","","","",""
"දකුණු පලොත      
       Galle
Elapitiya","Heavy Rain","2024.08.19","1","14","","","","","1","","","","",""
"njd; khfhzk;","","","","","","","","","","","","","",""
"Niyagama","Fire","2024.08.20","4","4","","","","","1","","","","",""
"Southern","","","","","","","","","","","","","",""
"Thawalama","Heavy Rain","2024.08.21","1","5","","","","","","","","","",""
"Habaradowa","Heavy Rain","2024.08.20","6","15","","","","","6","","","","",""
"දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","16","55","0","0","0","0","15","0","0","0","0","0"
"පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","16","55","0","0","0","0","15","0","0","0","0","0"
"Ja-ela","Heavy Rain","2024.08.16/17/18","3","12","","","","","3","","","","",""
"Katana","Flood","2024.08.17","5","23","","2","","","5","","","","",""
"Wattala","High Wind","2024.08.20","13","50","","","","","13","","","","",""
"Negambo","High Wind","2024.08.16","10","42","","","","","10","","","","",""
"Meerigama","High Wind","2024.08.18","1","3","","","","","1","","","","",""
"ගම්පහ","","","","","","","","","","","","","",""
"6","","","","","","","","","","","","","",""
"Western         
Biyagama
fk;g`h Gampaha","Heavy Rain/High Wind","2024.08.16/18","3","11","","","","","3","","","","",""
"Nky; khfhzk","","","","","","","","","","","","","",""
"බසර ොහිර පලොත
Gampaha","Heavy Rain/Flood","2024.08.19","57","232","","","","","4","","","","",""
"Dompe","Tree Falling","2024.08.17/19","2","7","","","","","2","","","","",""
"Minuwangoda","High Wind","2024.08.16/18","3","8","","","","","3","","","","",""
"Aththanagalle","Tree Falling","2024.08.18","2","9","","","","","2","","","","",""
"Gampaha","Heavy Rain/High Wind","2024.08.19","53","217","","","","","","","","","",""
"දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","152","614","0","2","0","0","46","0","0","0","0","0"
"පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","152","614","0","2","0","0","46","0","0","0","0","0"
"Mathugama","Heavy Rain","2024.08.17","10","48","","","","","","","","","",""
"Beruwala","High Wind","2024.08.16/19","12","48","","","","","12","","","","",""
"Palindanuwara","Flood","2024.08.17/19","198","683","1","","","","2","","","","",""
"Walallawita
කළුතර  fSj;Jiw","Flood","2024.08.17","15","64","1","","","","4","5","","","",""
"7","","","","","","","","","","","","","",""
"බසර ොහිර පලොත 
Kalutara","","","","","","","","","","","","","",""
"Bulathsinhala","Flood","2024.08.17/18/19","55","176","","","","","11","","","","",""
"Western","","","","","","","","","","","","","",""
"Madurawala
Nky; khfhzk","Flood","2024.08.18/19","6","22","","","","","2","","","","",""
"Kalutara","Heavy Rain","2024.08.17","177","671","","","","","5","","","","",""
"Ingiriya","Heavy Rain","2024.08.17","1","4","","","","","1","","","","",""
"දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","474","1716","2","0","0","0","37","5","0","0","0","0"
"පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","474","1716","2","0","0","0","37","5","0","0","0","0"
"Mahawewa","","2024.08.19","346","938","","","","","1","","","","",""
"Madampe","","2024.08.19","672","2499","","","","","","","","2","16","51"
"Naththandiya","High Wind/Flood","2024.08.19,20","85","280","","","","","","","","","",""
"Arachchikattuwa","","2024.08.21","66","212","","","","","","","","","",""
"පුත්තලම        
Wennappuwa","","2024.08.20","91","385","","","","","","","","","",""
"7","","","","","","","","","","","","","",""
"වයඹ පලොත      
Gj;jsk;","","","","","","","","","","","","","",""
"Puttalam
tlNky; khfhzk 
Puttalam","High Wind/Flash Flood","2024.08.16,21","697","2565","","","","","","","","","",""
"North","","","","","","","","","","","","","",""
"Dankotuwa","","","5","18","","","","","","","","","",""
"Western","","","","","","","","","","","","","",""
"Chilaw","","","530","2070","","","","","","","","","",""
"","High Wind/Flood","2024.08.21","","","","","","","","","","","",""
"Mahakubukkadawela","","","16","53","","","","","","","","","",""
"Kalpitiya","","","21","68","","","","","","","","","",""
"දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","2529","9088","0","0","0","0","1","0","0","2","16","51"
"පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","2529","9088","0","0","0","0","1","0","0","2","16","51"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","11929","39124","3","2","1","0","132","5","0","2","16","51"
