"න්‍ රය","","","","","කාලගුණය"
"","උපරිම","අවම","උපරිම","අවම",""
"අනුරාධ්‍පුරය","34","25","95","55","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"මඩකලපුව","32","25","90","70","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"හකාළඹ","30","26","95","70","වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"ගාල්ල","30","26","95","75","වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"යාපනය","32","25","95","70","වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"ම නුවර","29","20","95","60","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"නුවරඑළිය","22","12","95","60","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"රත්නපුරය","32","24","95","60","වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"ිකුණාමලය","34","25","90","50","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"මන්නාරම","33","26","95","70","වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
